Fuel_consumption,Accelerator_Pedal_value,Throttle_position_signal,Short_Term_Fuel_Trim_Bank1,Intake_air_pressure,Filtered_Accelerator_Pedal_value,Absolute_throttle_position,Engine_soacking_time,Inhibition_of_engine_fuel_cut_off,Engine_in_fuel_cut_off,Fuel_Pressure,Long_Term_Fuel_Trim_Bank1,Engine_speed,Engine_torque_after_correction,Torque_of_friction,Flywheel_torque_(after_torque_interventions),Current_spark_timing,Engine_coolant_temperature,Engine_Idel_Target_Speed,Engine_torque,Calculated_LOAD_value,Minimum_indicated_engine_torque,Maximum_indicated_engine_torque,Flywheel_torque,Torque_scaling_factor(standardization),Standard_Torque_Ratio,Requested_spark_retard_angle_from_TCU,TCU_requests_engine_torque_limit_(ETL),TCU_requested_engine_RPM_increase,Target_engine_speed_used_in_lock-up_module,Glow_plug_control_request,Activation_of_Air_compressor,Torque_converter_speed,Current_Gear,Transmission_oil_temperature,Wheel_velocity_front_left-hand,Wheel_velocity_rear_right-hand,Wheel_velocity_front_right-hand,Wheel_velocity_rear_left-hand,Torque_converter_turbine_speed_-_Unfiltered,Clutch_operation_acknowledge,Converter_clutch,Gear_Selection,Vehicle_speed,Acceleration_speed_-_Longitudinal,Indication_of_brake_switch_ON/OFF,Master_cylinder_pressure,Calculated_road_gradient,Acceleration_speed_-_Lateral,Steering_wheel_speed,Steering_wheel_angle,Trip,Time(s),Driver
473.6,0,8,-4.7,51,0,15.3,255,0,0,0,1.6,993,22.7,21.5,3.4,6.8,42,1000,22.7,39.6,2.3,66.4,3.6,230,1,15,508,0,3040,0,1,928.5,0,31,0,0,0,0,928.8,1,0,0,0,-0.1,1,0.9,0,-0.1,0,13.9,3,11,C
473.6,0,8,-4.7,51,0,15.3,255,0,0,0,1.6,993,22.7,21.5,2.4,7.1,42,1000,22.7,40,2.3,66.4,2.5,230,1,15,508,0,3040,0,1,927.3,0,31,0,0,0,0,928,1,0,0,0,-0.1,1,0.9,0,-0.1,0,13.9,3,12,C
473.6,0,8,-4.7,51,0,15.3,255,0,0,0,1.6,998,22.3,21.5,2.8,6.8,42,1000,22.7,39.6,2.3,66.8,2.8,230,1,15,508,0,3040,0,1,932.5,0,31,0,0,0,0,933,1,0,0,0,-0.1,1,0.9,0,-0.1,0,14.1,3,13,C
473.6,0,8,-4.7,51,0,15.3,255,0,0,0,1.6,995,22.3,21.5,2.7,6.8,42,1000,22.7,39.6,2.3,66.4,3,230,1,15,508,0,3040,0,1,929.5,0,31,0,0,0,0,929.8,1,0,0,0,-0.1,1,0.9,0,-0.1,0,13.9,3,14,C
473.6,0,8,-4.7,51,0,15.3,255,0,0,0,1.6,994,22.7,21.5,4.6,7.1,42,1000,22.7,40,2.3,66.4,4.7,230,1,15,508,0,3040,0,1,929,0,31,0,0,0,0,929.5,1,0,0,0,-0.1,1,0.9,0,-0.1,0,13.9,3,15,C
486.4,0,8,-4.7,51,0,15.3,255,0,0,0,1.6,1000,22.3,21.1,3.5,6.8,42,1000,22.7,40,2.3,66.4,3.6,230,1,15,508,0,3040,0,1,933.8,0,31,0,0,0,0,934.3,1,0,0,0,-0.1,1,0.9,0,-0.1,0,14.2,3,16,C
473.6,0,8,-4.7,51,0,15.3,255,0,0,0,1.6,1000,22.3,20.7,2.9,6.8,42,1000,22.3,39.2,2.3,66.4,3,230,1,15,508,0,3040,0,1,935.3,0,31,0,0,0,0,935.8,1,0,0,0,-0.1,1,0.9,0,-0.1,0,13.9,3,17,C
473.6,0,8,-4.7,51,0,15.3,255,0,0,0,1.6,990,22.3,20.7,2.6,6.4,43,990,22.3,39.6,2.3,66.4,2.9,230,1,15,508,0,3040,0,1,925,0,31,0,0,0,0,925.5,1,0,0,0,-0.1,1,0.9,0,-0.1,0,13.8,3,18,C
473.6,0,7.5,-4.7,51,0,15.3,255,0,0,0,1.6,989,22.3,20.7,3.5,6.4,43,990,22.3,39.6,2.3,66.4,3.5,230,1,15,508,0,3040,0,1,924.3,0,31,0,0,0,0,924.5,1,0,0,0,-0.1,1,0.9,0,-0.1,0,13.8,3,19,C
460.8,0,7.5,-5.5,51,0,15.3,255,0,0,0,1.6,985,22.3,20.7,3.3,6.8,43,990,22.3,39.6,2.3,66.4,3.6,230,1,15,508,0,3040,0,1,918.8,0,31,0,0,0,0,919.3,1,0,0,0,-0.1,1,0.9,0,-0.1,0,14.2,3,20,C
473.6,0,7.5,-4.7,51,0,15.3,255,0,0,0,1.6,990,21.9,20.7,2.6,6,43,990,22.3,39.6,2.3,66.4,2.8,230,1,15,508,0,3040,0,1,925,0,31,0,0,0,0,925.5,1,0,0,0,-0.1,1,0.9,0,-0.1,0,14.1,3,21,C
473.6,0,7.5,-4.7,51,0,15.3,255,0,0,0,1.6,990,22.3,20.7,2.3,6.4,44,990,22.3,39.6,2.3,66,2.8,230,1,15,508,0,3040,0,1,925,0,31,0,0,0,0,925.5,1,0,0,0,-0.1,1,0.9,0,-0.1,0,14.1,3,22,C
460.8,0,7.5,-4.7,50,0,15.3,255,0,0,0,1.6,992,21.9,20.7,2.8,6,44,990,21.9,39.2,2.3,66.4,2.7,230,1,15,508,0,3040,0,1,927.3,0,31,0,0,0,0,927.8,1,0,0,0,-0.1,1,0.9,0,-0.1,0,14,3,23,C
460.8,0,7.5,-4.7,50,0,15.3,255,0,0,0,1.6,984,22.3,20.7,3.7,6.8,44,990,22.3,39.6,2.3,66,3.8,230,1,15,508,0,3040,0,1,919.3,0,31,0,0,0,0,919.5,1,0,0,0,-0.1,1,0.9,0,-0.1,0,13.9,3,24,C
473.6,0,7.5,-4.7,51,0,15.3,255,0,0,0,1.6,984,22.3,20.7,3.2,6.8,45,990,22.3,40,2.3,66,3.6,230,1,15,508,0,3040,0,1,918.3,0,31,0,0,0,0,919,1,0,0,0,-0.1,1,0.9,0,-0.1,0,14.2,3,25,C
460.8,0,7.5,-4.7,51,0,15.3,255,0,0,0,1.6,993,21.9,20.7,2.7,6,45,990,21.9,39.6,2.3,66,2.5,230,1,15,508,0,3040,0,1,928,0,32,0,0,0,0,928.8,1,0,0,0,-0.1,1,0.9,0,-0.1,0,13.8,3,26,C
460.8,0,7.5,-4.7,50,0,15.3,255,0,0,0,1.6,991,21.9,20.7,3.3,6,45,990,21.9,39.2,2.3,66,3,230,1,15,508,0,3040,0,1,926,0,32,0,0,0,0,926.5,1,0,0,0,-0.1,1,0.9,0,-0.1,0,13.9,3,27,C
460.8,0,7.5,-4.7,50,0,15.3,255,0,0,0,1.6,984,22.3,20.7,3.8,6.8,45,990,22.3,39.2,2.3,66,4.3,230,1,15,508,0,3040,0,1,919.3,0,32,0,0,0,0,919.8,1,0,0,0,-0.1,1,0.9,0,-0.1,0,13.9,3,28,C
448,0,7.5,-4.7,50,0,15.3,255,0,0,0,1.6,984,21.9,19.9,2.5,6,45,980,21.9,39.2,2.3,66,3,230,1,15,508,0,3040,0,1,918.5,0,32,0,0,0,0,919,1,0,0,0,-0.1,1,0.9,0,-0.1,0,13.8,3,29,C
460.8,0,7.5,-4.7,50,0,15.3,255,0,0,0,1.6,982,21.5,19.9,2.8,5.6,45,980,21.5,39.2,2.3,66,3.1,230,1,15,508,0,3040,0,1,917.5,0,32,0,0,0,0,918,1,0,0,0,-0.1,1,0.9,0,-0.1,0,14.1,3,30,C
460.8,0,7.5,-4.7,50,0,15.3,255,0,0,0,1.6,978,21.9,19.9,3,6,45,980,21.9,39.2,2.3,65.6,2.8,230,1,15,508,0,3040,0,1,912.8,0,32,0,0,0,0,913.3,1,0,0,0,-0.1,1,0.9,0,-0.1,0,14,3,31,C
448,0,7.5,-4.7,50,0,15.3,255,0,0,0,1.6,978,21.5,19.9,4.6,6.4,45,980,21.9,38.8,2.3,65.6,4.5,230,1,15,508,0,3040,0,1,914,0,32,0,0,0,0,914.3,1,0,0,0,-0.1,1,0.9,0,-0.1,0,14.1,3,32,C
460.8,0,7.5,-4.7,50,0,15.3,255,0,0,0,1.6,977,21.9,19.9,2.8,6.4,46,980,21.9,39.2,2.3,65.6,2.8,230,1,15,508,0,3040,0,1,911.5,0,32,0,0,0,0,912.3,1,0,0,0,-0.1,1,0.9,0,-0.1,0,14.2,3,33,C
448,0,7.5,-4.7,50,0,15.3,255,0,0,0,1.6,985,21.1,19.9,-0.2,5.6,46,980,21.1,38.8,2.3,65.6,1.2,230,1,15,508,0,3040,0,1,919.8,0,32,0,0,0,0,920.3,1,0,0,0,-0.1,1,0.9,0,-0.1,0,14.2,3,34,C
448,0,7.5,-4.7,49,0,15.3,255,0,0,0,1.6,981,20.7,19.1,5.4,5.3,46,980,20.7,38.4,2.3,65.6,5.3,230,1,15,508,0,3040,0,1,917.8,0,32,0,0,0,0,918,1,0,0,0,-0.1,1,0.9,0,-0.1,0,14.1,3,35,C
448,0,7.1,-4.7,49,0,15.3,255,0,0,0,1.6,969,20.7,19.1,4.7,5.3,47,970,21.1,38,2.3,65.2,4.7,230,1,15,508,0,3040,0,1,903.8,0,32,0,0,0,0,904,1,0,0,0,-0.1,1,0.9,0,-0.1,0,13.9,3,36,C
435.2,0,7.5,-4.7,49,0,15.3,255,0,0,0,1.6,966,20.7,19.1,3.2,4.9,47,970,21.1,38.4,2.3,65.2,3.5,230,1,15,508,0,3040,0,1,900,0,32,0,0,0,0,900.5,1,0,0,0,-0.1,1,0.9,0,-0.1,0,14.1,3,37,C
435.2,0,7.5,-4.7,49,0,15.3,255,0,0,0,1.6,964,21.1,19.1,4.5,5.3,47,970,21.1,38,2.3,65.2,4.9,230,1,15,508,0,3040,0,1,899.5,0,32,0,0,0,0,899.8,1,0,0,0,-0.1,1,0.9,0,-0.1,0,14,3,38,C
435.2,0,7.5,-5.5,49,0,15.3,255,0,0,0,1.6,968,21.1,19.1,3.8,4.9,47,970,21.1,38.8,2.3,65.2,4.5,230,1,15,508,0,3040,0,1,901.8,0,32,0,0,0,0,902.5,1,0,0,0,-0.1,1,0.9,0,-0.1,0,13.9,3,39,C
435.2,0,7.5,-4.7,49,0,15.3,255,0,0,0,1.6,969,21.1,19.1,4.6,5.3,47,970,21.1,38.4,2.3,65.6,4.6,230,1,15,508,0,3040,0,1,904,0,32,0,0,0,0,904.5,1,0,0,0,-0.1,1,0.9,0,-0.1,0,14,3,40,C
448,0,7.5,-4.7,49,0,15.3,255,0,0,0,1.6,969,21.1,19.1,4.4,5.3,48,970,21.1,38.4,2.3,65.6,4.9,230,1,15,508,0,3040,0,1,903.8,0,32,0,0,0,0,904.3,1,0,0,0,-0.1,1,0.9,0,-0.1,0,13.8,3,41,C
448,0,7.5,-4.7,50,0,15.3,255,0,0,0,1.6,968,21.1,19.1,3.7,5.3,48,970,21.1,38.8,2.3,65.2,4.1,230,1,15,508,0,3040,0,1,902.5,0,32,0,0,0,0,903.3,1,0,0,0,-0.1,1,0.9,0,-0.1,0,13.9,3,42,C
448,0,7.5,-4.7,49,0,15.3,255,0,0,0,1.6,972,21.1,19.1,4.3,5.3,48,970,21.1,38.4,2.3,65.6,4.7,230,1,15,508,0,3040,0,1,907,0,32,0,0,0,0,907.5,1,0,0,0,-0.1,1,0.9,0,-0.1,0,13.9,3,43,C
435.2,0,7.5,-4.7,49,0,15.3,255,0,0,0,1.6,971,21.1,19.1,2.6,4.9,48,960,21.1,38.4,2.3,65.6,2.8,230,1,15,508,0,3040,0,1,905.8,0,32,0,0,0,0,906.5,1,0,0,0,-0.1,1,0.9,0,-0.1,0,13.9,3,44,C
435.2,0,7.5,-4.7,49,0,15.3,255,0,0,0,1.6,966,20.7,19.1,2.3,4.9,48,960,20.7,38.4,2.3,65.2,2.8,230,1,15,508,0,3040,0,1,901.3,0,32,0,0,0,0,901.8,1,0,0,0,-0.1,1,0.9,0,-0.1,0,14.1,3,45,C
435.2,0,7.5,-5.5,49,0,15.3,255,0,0,0,1.6,961,21.1,19.1,3.1,5.3,48,960,21.1,38.8,2.3,64.8,3,230,1,15,508,0,3040,0,1,895.8,0,32,0,0,0,0,896.3,1,0,0,0,-0.1,1,0.9,0,-0.1,0,14.1,3,46,C
473.6,0,8,-5.5,51,0,15.3,255,0,0,0,1.6,959,21.5,19.5,8,3.4,48,960,21.1,40.8,2.3,64.8,8,230,1,15,508,0,3040,0,1,895.8,0,32,0,0,0,0,896,1,0,0,0,-0.1,1,0.9,0,-0.1,0,13.9,3,47,C
460.8,0,7.5,-5.5,53,0,15.3,255,0,0,0,1.6,954,22.7,20.3,2.5,5.6,48,960,23,42,2.3,64.8,2.5,230,1,15,508,0,3040,0,1,886,0,32,0,0,0,0,886.8,1,0,0,0,-0.1,1,0.9,0,-0.1,0,13.8,3,48,C
460.8,0,7.5,-4.7,51,0,15.3,255,0,0,0,1.6,969,21.9,20.7,2.9,4.5,49,960,21.9,40.4,2.3,65.2,3.5,230,1,15,508,0,3040,0,1,904.5,0,32,0,0,0,0,905,1,0,0,0,-0.1,1,0.9,0,-0.1,0,13.8,3,49,C
460.8,0,7.5,-5.5,51,0,15.3,255,0,0,0,1.6,964,21.9,20.7,1.8,5.3,49,960,21.9,40,2.3,64.8,2.1,230,1,15,508,0,3040,0,1,899.5,0,32,0,0,0,0,900,1,0,0,0,-0.1,1,0.9,0,-0.1,0,14.1,3,50,C
460.8,0,7.5,-3.9,51,0,15.3,255,0,0,0,1.6,960,21.5,19.9,2.6,5.3,49,960,21.9,40,2.3,64.8,3.3,230,1,15,508,0,3040,0,1,896.3,0,32,0,0,0,0,896.8,1,0,0,0,-0.1,1,0.9,0,-0.1,0,13.8,3,51,C
460.8,0,7.5,-3.1,50,0,15.3,255,0,0,0,1.6,960,21.5,19.9,3.4,5.3,49,960,21.5,39.6,2.3,64.8,3.5,230,1,15,508,0,3040,0,1,895.3,0,32,0,0,0,0,895.8,1,0,0,0,-0.1,1,0.9,0,-0.1,0,14.1,3,52,C
448,0,7.5,-3.1,50,0,15.3,255,0,0,0,1.6,955,21.5,19.9,2.6,5.3,50,960,21.5,39.6,2.3,64.8,2.9,230,1,15,508,0,3040,0,1,888.8,0,32,0,0,0,0,889.5,1,0,0,0,-0.1,1,0.9,0,-0.1,0,13.8,3,53,C
448,0,7.5,-3.1,50,0,15.3,255,0,0,0,1.6,954,21.5,19.1,4.4,5.6,50,960,21.5,39.6,2.3,64.8,4.5,230,1,15,508,0,3040,0,1,889.3,0,32,0,0,0,0,889.5,1,0,0,0,-0.1,1,0.9,0,-0.1,0,14.1,3,54,C
448,0,7.5,-3.9,51,0,15.3,255,0,0,0,1.6,954,21.5,19.1,4.4,5.6,50,960,21.5,40,2.3,64.5,4.5,230,1,15,508,0,3040,0,1,888.5,0,32,0,0,0,0,889.3,1,0,0,0,-0.1,1,0.9,0,-0.1,0,13.9,3,55,C
448,0,7.5,-3.9,50,0,15.3,255,0,0,0,1.6,959,21.1,19.1,5.2,5.3,50,960,21.5,39.6,2.3,64.8,5.3,230,1,15,508,0,3040,0,1,895.5,0,32,0,0,0,0,895.8,1,0,0,0,-0.1,1,0.9,0,-0.1,0,14.2,3,56,C
448,0,7.5,-3.1,50,0,15.3,255,0,0,0,1.6,949,21.1,19.1,4,5.3,51,950,21.1,39.6,2.3,64.5,4.4,230,1,15,508,0,3040,0,1,883.5,0,32,0,0,0,0,884,1,0,0,0,-0.1,1,0.9,0,-0.1,0,13.9,3,57,C
435.2,0,7.5,-3.1,50,0,15.3,255,0,0,0,1.6,949,21.1,19.1,4.6,5.3,51,950,21.1,39.6,2.3,64.5,4.5,230,1,15,508,0,3040,0,1,883.3,0,32,0,0,0,0,883.8,1,0,0,0,-0.1,1,0.9,0,-0.1,0,13.8,3,58,C
448,0,7.5,-3.1,50,0,15.3,255,0,0,0,1.6,948,21.1,19.1,4.7,5.3,51,950,21.5,39.6,2.3,64.5,5.1,230,1,15,508,0,3040,0,1,882.5,0,32,0,0,0,0,883,1,0,0,0,-0.1,1,0.9,0,-0.1,0,14.1,3,59,C
448,0,7.5,-3.1,50,0,15.3,255,0,0,0,1.6,951,21.1,19.1,5.2,5.3,51,950,21.1,39.2,2.3,64.5,5.1,230,1,15,508,0,3040,0,1,886,0,32,0,0,0,0,886.3,1,0,0,0,-0.1,1,0.9,0,-0.1,0,14,3,60,C
435.2,0,7.5,-3.1,50,0,15.3,255,0,0,0,1.6,948,21.1,19.1,4.4,5.3,51,950,21.5,39.6,2.3,64.5,4.4,230,1,15,508,0,3040,0,1,882,0,32,0,0,0,0,882.5,1,0,0,0,-0.1,1,0.9,0,-0.1,0,13.9,3,61,C
448,0,7.5,-3.9,51,0,15.3,255,0,0,0,1.6,944,21.5,19.1,4.2,5.6,51,950,21.5,40,2.3,64.1,4.5,230,1,15,508,0,3040,0,1,878,0,32,0,0,0,0,878.5,1,0,0,0,-0.1,1,0.9,0,-0.1,0,14.1,3,62,C
435.2,0,7.5,-3.1,50,0,15.3,255,0,0,0,1.6,950,21.1,19.1,4.1,5.3,51,950,21.1,39.6,2.3,64.5,4.3,230,1,15,508,0,3040,0,1,885,0,32,0,0,0,0,885.5,1,0,0,0,-0.1,1,0.9,0,-0.1,0,13.9,3,63,C
448,0,7.5,-3.1,50,0,15.3,255,0,0,0,1.6,949,21.1,19.1,4.5,5.3,51,950,21.1,39.6,2.3,64.5,4.6,230,1,15,508,0,3040,0,1,884.8,0,32,0,0,0,0,885.5,1,0,0,0,-0.1,1,0.9,0,-0.1,0,13.8,3,64,C
448,0,7.1,-3.9,50,0,15.3,255,0,0,0,1.6,954,20.7,18.8,1.4,4.5,51,950,20.7,39.6,2.3,64.5,1.6,230,1,15,508,0,3040,0,1,887.8,0,33,0,0,0,0,888.5,1,0,0,0,-0.1,1,0.9,0,-0.1,0,14.1,3,65,C
422.4,0,7.1,-3.1,48,0,14.9,255,0,0,0,1.6,955,19.9,18.8,2.6,4.5,51,950,19.9,37.6,2.3,64.5,3.2,230,1,15,508,0,3040,0,1,891,0,33,0,0,0,0,891.5,1,0,0,0,-0.1,1,0.9,0,-0.1,0,14.2,3,66,C
409.6,0,7.1,-3.9,48,0,14.9,255,0,0,0,1.6,942,19.9,18.8,3.9,4.9,52,940,19.9,37.6,2.3,64.1,4.2,230,1,15,508,0,3040,0,1,877.5,0,33,0,0,0,0,877.8,1,0,0,0,-0.1,1,0.9,0,-0.1,0,13.8,3,67,C
422.4,0,7.1,-3.9,48,0,14.9,255,0,0,0,1.6,939,19.9,18.8,5.4,4.9,52,940,19.9,37.6,2.3,64.1,5.5,230,1,15,508,0,3040,0,1,874,0,33,0,0,0,0,874.5,1,0,0,0,-0.1,1,0.9,0,-0.1,0,13.8,3,68,C
422.4,0,7.1,-3.9,48,0,14.9,255,0,0,0,1.6,935,20.3,18.8,3.5,5.3,52,940,20.3,38,2.3,64.1,3.8,230,1,15,508,0,3040,0,1,869,0,33,0,0,0,0,869.5,1,0,0,0,-0.1,1,0.9,0,-0.1,0,14.1,3,69,C
409.6,0,7.1,-3.1,48,0,14.9,255,0,0,0,1.6,942,19.9,18.8,3.9,4.9,52,940,20.3,38,2.3,64.1,3.8,230,1,15,508,0,3040,0,1,877.3,0,33,0,0,0,0,877.8,1,0,0,0,-0.1,1,0.9,0,-0.1,0,14,3,70,C
422.4,0,7.1,-3.9,49,0,14.9,255,0,0,0,1.6,938,20.3,18.8,4,4.9,52,940,20.3,38.4,2.3,64.1,4.6,230,1,15,508,0,3040,0,1,873.5,0,33,0,0,0,0,874,1,0,0,0,-0.1,1,0.9,0,-0.1,0,14.1,3,71,C
422.4,0,7.1,-3.9,49,0,14.9,255,0,0,0,1.6,938,20.3,18.8,4,4.9,52,940,20.3,38.4,2.3,64.1,4.2,230,1,15,508,0,3040,0,1,872.8,0,33,0,0,0,0,873.3,1,0,0,0,-0.1,1,0.9,0,-0.1,0,14.2,3,72,C
409.6,0,7.1,-3.9,48,0,14.9,255,0,0,0,1.6,942,20.3,18.8,4,4.9,53,940,20.3,38,2.3,64.1,3.8,230,1,15,508,0,3040,0,1,877,0,33,0,0,0,0,877.5,1,0,0,0,-0.1,1,0.9,0,-0.1,0,14.2,3,73,C
422.4,0,7.1,-3.9,49,0,14.9,255,0,0,0,1.6,938,20.3,18.4,3.3,4.9,53,940,20.3,38.4,2.3,63.7,3.4,230,1,15,508,0,3040,0,1,872.5,0,33,0,0,0,0,873,1,0,0,0,-0.1,1,0.9,0,-0.1,0,14,3,74,C
422.4,0,7.1,-3.1,49,0,14.9,255,0,0,0,1.6,936,20.3,18,4.2,4.9,53,940,20.3,38,2.3,64.1,4.5,230,1,15,508,0,3040,0,1,871.5,0,33,0,0,0,0,872,1,0,0,0,-0.1,1,0.9,0,-0.1,0,14.2,3,75,C
422.4,0,7.1,-3.9,49,0,14.9,255,0,0,0,1.6,938,20.3,18,3.9,4.9,53,940,20.3,38,2.3,64.1,3.9,230,1,15,508,0,3040,0,1,872,0,33,0,0,0,0,872.8,1,0,0,0,-0.1,1,0.9,0,-0.1,0,14.1,3,76,C
422.4,0,7.1,-3.9,49,0,14.9,255,0,0,0,1.6,937,20.3,18.8,3.9,4.9,53,940,20.3,38.4,2.3,64.1,4.5,230,1,15,508,0,3040,0,1,872.3,0,33,0,0,0,0,872.8,1,0,0,0,-0.1,1,0.9,0,-0.1,0,13.9,3,77,C
422.4,0,7.1,-3.9,49,0,14.9,255,0,0,0,1.6,936,20.3,18.8,3.4,4.5,53,930,20.7,38.8,2.3,63.7,3.7,230,1,15,508,0,3040,0,1,870.8,0,33,0,0,0,0,871.5,1,0,0,0,-0.1,1,0.9,0,-0.1,0,13.9,3,78,C
460.8,0,7.5,-4.7,53,0,15.3,255,0,0,0,1.6,916,22.3,18.8,6.5,3.4,54,930,22.3,43.1,2,63.3,7.1,230,1,15,508,0,3040,0,1,851.3,0,33,0,0,0,0,851.8,1,0,0,0,-0.1,1,0.9,0,-0.1,0,14.2,3,79,C
448,0,7.5,-3.9,52,0,15.3,255,0,0,0,1.6,934,21.9,19.1,5.3,4.1,54,930,21.9,41.6,2.3,63.7,5.8,230,1,15,508,0,3040,0,1,867.8,0,33,0,0,0,0,868.5,1,0,0,0,-0.1,1,0.9,0,-0.1,0,14.1,3,80,C
448,0,7.5,-3.9,52,0,15.3,255,0,0,0,1.6,937,21.5,19.1,5,3.8,54,930,21.5,41.2,2.3,64.1,4.9,230,1,15,508,0,3040,0,1,872.3,0,33,0,0,0,0,873,1,0,0,0,-0.1,1,0.9,0,-0.1,0,14.2,3,81,C
435.2,0,7.5,-3.9,51,0,15.3,255,0,0,0,1.6,932,21.1,19.1,5.1,3.4,54,930,21.5,40.8,2.3,63.7,5,230,1,15,508,0,3040,0,1,867,0,33,0,0,0,0,867.5,1,0,0,0,-0.1,1,0.9,0,-0.1,0,14.2,3,82,C
435.2,0,7.5,-3.9,51,0,15.3,255,0,0,0,1.6,929,21.1,18.8,4.6,3.8,54,930,21.1,40.8,2.3,63.7,5,230,1,15,508,0,3040,0,1,864.3,0,33,0,0,0,0,864.8,1,0,0,0,-0.1,1,0.9,0,-0.1,0,13.8,3,83,C
435.2,0,7.5,-3.9,51,0,15.3,255,0,0,0,1.6,923,21.5,18.8,5.8,4.1,54,930,21.5,40.4,2.3,63.3,6,230,1,15,508,0,3040,0,1,856.8,0,33,0,0,0,0,857.3,1,0,0,0,-0.1,1,0.9,0,-0.1,0,14.1,3,84,C
