Fuel_consumption,Accelerator_Pedal_value,Throttle_position_signal,Short_Term_Fuel_Trim_Bank1,Intake_air_pressure,Filtered_Accelerator_Pedal_value,Absolute_throttle_position,Engine_soacking_time,Inhibition_of_engine_fuel_cut_off,Engine_in_fuel_cut_off,Fuel_Pressure,Long_Term_Fuel_Trim_Bank1,Engine_speed,Engine_torque_after_correction,Torque_of_friction,Flywheel_torque_(after_torque_interventions),Current_spark_timing,Engine_coolant_temperature,Engine_Idel_Target_Speed,Engine_torque,Calculated_LOAD_value,Minimum_indicated_engine_torque,Maximum_indicated_engine_torque,Flywheel_torque,Torque_scaling_factor(standardization),Standard_Torque_Ratio,Requested_spark_retard_angle_from_TCU,TCU_requests_engine_torque_limit_(ETL),TCU_requested_engine_RPM_increase,Target_engine_speed_used_in_lock-up_module,Glow_plug_control_request,Activation_of_Air_compressor,Torque_converter_speed,Current_Gear,Transmission_oil_temperature,Wheel_velocity_front_left-hand,Wheel_velocity_rear_right-hand,Wheel_velocity_front_right-hand,Wheel_velocity_rear_left-hand,Torque_converter_turbine_speed_-_Unfiltered,Clutch_operation_acknowledge,Converter_clutch,Gear_Selection,Vehicle_speed,Acceleration_speed_-_Longitudinal,Indication_of_brake_switch_ON/OFF,Master_cylinder_pressure,Calculated_road_gradient,Acceleration_speed_-_Lateral,Steering_wheel_speed,Steering_wheel_angle,Trip,Time(s),Driver
409.6,0,8.5,0,65,0,15.7,3,0,0,0,1.6,683,23.4,21.5,5.7,-1.5,90,670,23.8,54.1,2,54.3,6.3,230,1,15,508,0,3040,0,1,330.5,14,86,0,0,0,0,334.8,1,0,7,0,-0.1,2,9.6,0,0,48,-63.8,1,11,G
422.4,0,8.9,0,68,0,16.1,3,0,0,0,1.6,700,26.2,21.5,11.7,0,90,700,26.2,56.9,2,54.3,11.9,230,1,15,508,0,3040,0,1,80,14,86,0.1,0,0,0.4,79.3,1,0,7,0,-0.3,1,0.9,0,0,156,-216.8,1,12,G
486.4,0,9.4,1.6,69,0,16.5,3,0,0,0,1.6,756,27,21.1,14.7,1.1,90,760,27,58,2,55.1,15.3,230,1,15,508,0,3040,0,1,194.5,14,86,1.6,0.1,0.1,1.6,196,1,0,7,0,-0.2,1,0.9,0,0.1,176,-401.1,1,13,G
512,0,9.9,1.6,70,0,16.9,3,0,0,0,1.6,793,27.3,20.7,15.3,1.5,90,810,27.7,58.8,2,55.5,15.8,230,1,15,508,0,3040,0,1,307.5,14,86,2.9,1.1,2,2.6,309,1,0,7,1,-0.2,1,0.9,0,0,68,-468.4,1,14,G
563.2,0,9.9,1.6,71,0,16.9,3,0,0,0,1.6,820,28.1,19.9,16.3,1.9,90,840,28.1,59.2,2,55.9,16.8,230,1,15,508,0,3040,0,1,411,14,86,4,2,2.1,3.5,412.5,1,0,7,2,-0.2,1,0.9,0,-0.1,64,-512.5,1,15,G
563.2,0,10.4,1.6,71,0,17.3,3,0,0,0,1.6,845,28.1,20.3,17.6,1.1,89,850,28.5,59.6,2,56.6,17.8,230,1,15,508,0,3040,0,1,498,14,86,4.9,2.1,2.5,4.3,499.5,1,0,7,3,-0.3,1,0.9,0,-0.3,4,-490.3,1,16,G
550.4,0,10.4,1.6,70,0,17.3,3,0,0,0,1.6,858,28.1,20.7,15.9,1.5,89,870,28.1,59.2,2,57,16.2,230,1,15,508,0,3040,0,1,584.8,14,86,5.8,2.4,4,5.1,586.3,1,0,7,4,-0.3,1,0.9,0,-0.5,80,-397.5,1,17,G
576,0,9.9,1.6,69,0,16.9,3,0,0,0,1.6,867,27,19.9,10.6,-0.4,89,870,27,58.4,2,57.4,11,230,1,15,508,0,3040,0,1,667.5,14,86,6.4,4,4.1,6,668.8,1,0,7,5,-0.2,2,1.7,0,-0.7,116,-284.4,1,18,G
512,0,9.4,3.1,66,0,16.5,3,0,0,0,1.6,800,25.8,20.3,11.5,1.9,89,790,26.2,55.7,2,55.5,11.7,230,1,15,508,0,3040,0,1,624.5,14,86,5.9,4,4.1,5.6,623.8,1,0,7,4,0.4,2,5.7,0,-0.6,64,-220.1,1,19,G
512,0,9.4,3.1,68,0,16.9,3,0,0,0,1.6,785,27,20.7,14.8,1.5,88,770,27,57.6,2,55.5,15.2,230,1,15,508,0,3040,0,1,445.8,14,86,4.1,2.7,2.9,4,443.5,1,0,7,3,0.8,2,12.4,0,-0.5,20,-197.2,1,20,G
499.2,0,9.4,3.1,70,0,16.5,3,0,0,0,1.6,769,25.8,20.7,4.2,-2.3,88,740,26.2,58.8,2,55.1,4.5,230,1,15,508,0,3040,0,1,66.5,14,86,0.6,0.2,0.3,0.8,67.3,1,0,7,0,0.8,2,15.6,0,-0.4,4,-195,1,21,G
435.2,0,8.5,3.1,66,0,15.7,3,0,0,0,1.6,703,23.8,20.3,7.8,-3.4,88,670,23.8,55.3,2,54.7,7.7,230,1,15,508,0,3040,0,1,0,14,86,0,0,0,0.1,0,1,0,7,0,0.1,2,15.5,0,-0.2,0,-195.1,1,22,G
396.8,0,8,4.7,66,0,15.7,3,0,0,0,1.6,677,23.4,19.5,4.4,-4.1,88,670,23.4,54.5,2,54.3,4.8,230,1,15,508,0,3040,0,1,0,1,86,0,0,0,0,0,1,0,5,0,0.1,2,15.6,0,-0.2,0,-195,1,23,G
409.6,0,7.5,3.1,64,0,15.3,3,0,0,0,1.6,667,21.9,19.1,10.1,-5.6,88,670,21.9,52.9,2,54.3,10.6,230,1,15,508,0,3040,0,1,389.5,1,86,0,0,0,0,392,1,0,5,0,0.2,2,14.3,0,-0.2,0,-202.5,1,24,G
371.2,0,7.5,2.3,64,0,15.3,3,0,0,0,1.6,660,23.4,18.8,10.3,-2.3,88,670,23.4,52.9,2,54.3,11.5,230,1,15,508,0,3040,0,1,6.5,1,86,0.1,0,0,0.1,6,1,0,5,0,0.1,2,10.6,-1,-0.2,32,-256.5,1,25,G
384,0,7.5,3.1,64,0,15.3,3,0,0,0,1.6,662,23.4,18.8,10.6,-2.6,88,670,23.4,52.9,2,54.3,10.9,230,1,15,508,0,3040,0,1,0,1,86,0,0,0,0,0,1,0,5,0,0.2,2,9.4,0,-0.2,168,-288.2,1,26,G
486.4,0,7.5,3.9,64,0,15.3,3,0,0,0,1.6,662,23.4,18.8,15.1,-1.9,88,670,23.8,52.9,2,54.3,15.3,230,1,15,508,0,3040,0,1,133.3,1,86,0.8,0,0,0.6,135,1,0,5,0,0.4,1,1,0,-0.2,168,-51.8,1,27,G
422.4,0,8.5,4.7,65,0,15.7,3,0,0,0,1.6,699,25,18.8,13.8,0.4,89,720,25,53.7,2,54.3,13.8,230,1,15,508,0,3040,0,1,201.3,1,86,1.3,0.1,0.1,1.3,202.5,1,0,5,0,0.3,1,0.9,0,-0.1,244,194.9,1,28,G
448,0,8.9,4.7,66,0,16.1,3,0,0,0,1.6,746,25.8,18.8,15.4,0.8,89,760,25.8,55.7,2,55.1,15.6,230,1,15,508,0,3040,0,1,289.3,1,86,1.8,1.1,1.5,1.6,290.8,1,0,5,1,0.3,1,1,0,0,176,373.5,1,29,G
486.4,0,9.4,3.1,67,0,16.5,3,0,0,0,1.6,788,25.4,18.8,10.7,0.4,89,790,25.4,56.1,2,55.5,11.3,230,1,15,508,0,3040,0,1,396.3,1,86,2.3,2,2.1,2,398,1,0,5,2,0.3,1,1,0,0,56,392.9,1,30,G
486.4,0,8.9,2.3,65,0,16.5,3,0,0,0,1.6,800,24.2,18,13.3,0.4,89,810,24.2,54.1,2,55.5,14,230,1,15,508,0,3040,0,1,501.8,1,86,3,2.1,2.6,2.6,503.3,1,0,5,3,0.2,1,0.9,0,-0.1,8,401.2,1,31,G
473.6,0,8.9,1.6,63,0,16.1,3,0,0,0,1.6,807,23.8,17.2,13.1,0.4,89,820,23.8,52.5,2,55.9,13.1,230,1,15,508,0,3040,0,1,594.3,1,86,3.5,3.7,4,3,595.8,1,0,5,4,0.1,1,1,0,0,16,423,1,32,G
460.8,0,8.9,2.3,62,0,16.1,3,0,0,0,1.6,814,22.7,16.8,12,-0.4,89,830,22.7,51.4,2,55.9,12.5,230,1,15,508,0,3040,0,1,669,1,86,4,4,4.1,3.4,670,1,0,5,4,0,1,1,0,0,20,435.4,1,33,G
460.8,0,8.5,2.3,60,0,16.1,3,0,0,0,1.6,820,22.3,16.4,12.5,0.4,89,840,22.7,49.8,2,56.3,12.4,230,1,15,508,0,3040,0,1,703.3,1,86,4.1,4.1,4.1,3.6,704,1,0,5,5,0,1,1,0,0,48,378,1,34,G
435.2,0,8.5,2.3,60,0,16.1,3,0,0,0,1.6,822,22.3,16.4,12.7,0.4,90,830,22.3,49,2,56.3,12.5,230,1,15,508,0,3040,0,1,728.8,1,86,4.5,4.1,4.1,4.3,729.5,1,0,5,5,0,2,1.2,0,-0.1,184,191.8,1,35,G
422.4,0,8.5,2.3,60,0,15.7,3,0,0,0,1.6,786,21.5,16.4,13.2,-0.4,90,790,21.9,49.4,2,55.5,13.2,230,1,15,508,0,3040,0,1,713.3,1,86,4.6,4.1,4.1,4.5,713.3,1,0,5,4,0,1,1.7,0,0,128,51.6,1,36,G
435.2,0,8.5,2.3,60,0,15.7,3,0,0,0,1.6,796,21.5,16.4,12.2,-0.8,90,790,21.5,49,2,55.5,12.3,230,1,15,508,0,3040,0,1,721.8,1,86,4.9,4,4,4.9,722.5,1,0,5,4,0,1,1,0,-0.3,192,-141.3,1,37,G
435.2,0,8.5,2.3,60,0,15.7,3,0,0,0,1.6,805,22.3,16.4,11.7,0.8,90,810,22.3,49,2,55.9,11.4,230,1,15,508,0,3040,0,1,725.5,1,86,5.3,4,4,5.1,726,1,0,5,4,-0.1,1,1,0,-0.4,212,-348.6,1,38,G
435.2,0,8.5,2.3,59,0,15.7,3,0,0,0,1.6,831,21.1,16.4,9.3,-1.5,90,820,21.1,48.6,2,56.3,9.4,230,1,15,508,0,3040,0,1,749.8,1,86,5.6,4,4,5.3,750.5,1,0,5,4,0,1,1,0,-0.3,40,-375,1,39,G
435.2,0,8.5,1.6,58,0,15.7,3,0,0,0,1.6,831,21.5,16.4,9.4,0,90,830,21.5,47.8,2,56.3,10.7,230,1,15,508,0,3040,0,1,747.8,1,86,5.6,4,4,5.3,748.3,1,0,5,4,0,1,1,0,-0.2,0,-344.2,1,40,G
537.6,3.9,9.9,0.8,61,0,16.9,3,0,0,0,1.6,955,27.7,16,37.2,9.4,90,840,27.3,51.4,2,59,37.2,230,1,15,508,0,3040,0,1,789,1,86,5.8,4,4,5.5,790.5,1,0,5,4,0.2,1,0.9,0,-0.1,108,-224.2,1,41,G
601.6,1.2,9.4,-0.8,56,0,16.9,3,0,0,0,1.6,1175,28.1,16.4,16.1,19.9,90,840,28.1,45.1,2.3,63.7,15.9,230,1,15,508,0,3040,0,1,1017,1,86,7.4,5.6,5.8,7.3,1018.5,1,0,5,6,0.4,1,1,0,0.1,128,-104,1,42,G
435.2,0.8,8,0,48,0,15.7,3,0,0,0,1.6,1037,20.3,16.8,17.1,7.9,90,840,20.3,37.3,2.3,61.3,16.1,230,1,15,508,0,3040,0,1,1012.5,1,86,7.6,6.1,6.1,7.5,1011.3,1,0,5,6,-0.1,1,1,0,0,52,-46.6,1,43,G
588.8,6.6,10.8,0,57,0,17.3,3,0,0,0,0.8,1191,27.7,16.4,30.6,22.9,89,850,27.7,44.3,2.3,63.7,30.6,230,1,15,508,0,3040,0,1,1089,1,86,7.6,6.2,6.2,7.5,1090.5,1,0,5,7,0.2,1,1,0,0,16,-28,1,44,G
729.6,7.8,11.3,0.8,57,0,17.6,3,0,0,0,0.8,1412,29.3,16.8,24.5,28.1,89,850,29.3,43.9,2.3,67.6,24.5,230,1,15,508,0,3040,0,1,1299.8,1,86,9,8,8.1,8.9,1301,1,0,5,8,0.4,1,1,7,0,12,-10.8,1,45,G
665.6,6.6,10.4,2.3,51,0,17.3,3,0,0,0,0.8,1521,25.4,17.2,15.4,33.8,89,850,25.4,35.7,2,69.5,15.4,230,1,15,508,0,3040,0,1,1455,1,86,10,9.2,9.3,9.9,1456.5,1,0,5,9,0.2,1,1,0,0,4,-3.8,1,46,G
652.8,5.1,10.4,5.5,48,0,17.3,3,0,0,0,0.8,1579,23.8,17.2,12.6,37.1,88,850,23.8,32.9,2,71.1,12.6,230,1,15,508,0,3040,0,1,1528,1,86,10.5,9.8,10,10.4,1529.3,1,0,5,10,0.1,1,1,0,0,0,-1.3,1,47,G
563.2,0.4,8.5,5.5,40,0,16.1,3,0,0,0,0.8,1535,17.6,17.6,-7.9,22.9,88,850,17.6,28.2,2,70.7,-7.6,230,1,15,508,0,3040,0,1,1524.8,1,86,10.9,10,10,10.8,1523,1,0,5,10,0,1,1,0,-0.1,4,4.7,1,48,G
371.2,0,8,3.1,40,0,15.3,3,0,0,0,1.6,1074,16.8,17.2,2,12.8,87,850,16.8,29.4,2.3,62.5,2.2,230,1,15,508,0,3040,0,1,1082,1,86,10.5,10,10,10.5,1078.3,1,0,5,10,-0.1,1,1,0,0,8,19.1,1,49,G
396.8,0,8,2.3,48,0,15.7,3,0,0,0,1.6,918,18.4,17.2,2.4,1.9,87,850,18.4,38.8,2,59,2.6,230,1,15,508,0,3040,0,1,904.5,1,86,10.3,10,10,10.3,904.8,1,0,5,10,-0.1,1,1,0,0.1,44,70.9,1,50,G
409.6,0,8,0.8,50,0,15.7,3,0,0,0,1.6,884,18.4,17.2,2.5,-0.4,87,850,18.4,41.2,2,58.2,2.7,230,1,15,508,0,3040,0,1,873.5,1,86,10,10,10,9.9,873.8,1,0,5,10,-0.1,1,1,0,0,28,65.2,1,51,G
396.8,0,7.5,0,51,0,15.3,3,0,0,0,1.6,868,18.4,17.2,2.5,-0.4,86,850,18.4,41.6,2,57.4,3,230,1,15,508,0,3040,0,1,853.8,1,86,9.9,10,10,9.8,854.3,1,0,5,10,-0.1,1,1,0,0.1,44,146,1,52,G
384,0,7.5,-0.8,52,0,15.3,3,0,0,0,1.6,856,18.8,17.2,2.3,-0.4,86,850,18.8,42,2,57.4,2.4,230,1,15,508,0,3040,0,1,841.3,1,86,9.4,9.9,10,9,841.8,1,0,5,10,-0.3,1,1,0,0.6,72,214.2,1,53,G
396.8,0,7.5,-0.8,52,0,15.3,3,0,0,0,1.6,854,18.8,17.2,3.6,-0.4,85,850,18.8,42,2,57.4,4,230,1,15,508,0,3040,0,1,838.3,1,86,8.9,9,10,8.6,838.8,1,0,5,9,-0.2,1,1,0,0.4,12,199.5,1,54,G
371.2,0,7.5,-0.8,52,0,15.3,3,0,0,0,1.6,849,18.4,16.8,4.4,-0.4,85,850,18.8,41.6,2,57.4,4.8,230,1,15,508,0,3040,0,1,831.8,1,86,8.6,8.1,8.4,8.4,832,1,0,5,9,-0.2,1,1,0,0.3,12,186.6,1,55,G
384,0,7.5,-0.8,52,0,15.3,3,0,0,0,1.6,841,18.8,16.4,6.1,0,84,850,18.8,42,2,57,6.1,230,1,15,508,0,3040,0,1,820,1,86,8.4,8.1,8.1,8.1,820.5,1,0,5,8,-0.1,1,1,0,0.3,36,148.7,1,56,G
384,0,7.5,-0.8,52,0,15.3,3,0,0,0,1.6,843,18.8,16.4,5.4,-0.4,84,850,18.8,42.4,2,57,5.7,230,1,15,508,0,3040,0,1,822.3,1,86,8,8,8,7.9,822.8,1,0,5,8,-0.1,1,1,0,0.2,20,111.1,1,57,G
76.8,4.7,10.4,-0.8,52,0,16.1,3,0,0,0,0.8,1292,25.4,17.2,19,26.3,84,850,25.4,42.4,2.3,66,19,230,1,15,508,0,3040,0,1,1235.3,1,86,8,8,8,7.9,1237,1,0,5,8,0.1,1,1,0,0.1,16,59.1,1,58,G
563.2,4.7,9.4,0.8,48,0,16.9,3,0,0,0,0.8,1387,23.4,16.8,12.1,32.3,84,850,23.4,34.5,2.3,67.2,12.1,230,1,15,508,0,3040,0,1,1318.3,1,86,8.9,8.1,8.1,8.9,1320.3,1,0,5,8,0.2,1,1,0,0.1,24,29.6,1,59,G
537.6,3.5,9.4,2.3,46,0,16.5,3,0,0,0,0.8,1496,21.1,16.4,4.8,37.9,84,850,21.1,29.8,2,69.5,4.8,230,1,15,508,0,3040,0,1,1440,1,86,9.9,9.1,9.2,9.8,1441.5,1,0,5,9,0.1,1,1,0,0,16,15.2,1,60,G
473.6,0.4,8,4.7,37,0,15.7,3,0,0,0,1.6,1479,15.2,17.2,-10.8,21.8,84,850,15.2,25.5,2,69.5,-10.7,230,1,15,508,0,3040,0,1,1462.5,1,86,10.3,10,9.9,10.1,1461.5,1,0,5,9,-0.1,1,1,0,0,4,2,1,61,G
332.8,0,7.1,3.1,36,0,14.9,3,0,0,0,1.6,1091,14.5,16.4,-1.8,9.8,84,850,14.5,25.9,2.3,62.9,-1.7,230,1,15,508,0,3040,0,1,1091.8,1,86,10.1,9.6,9.6,10.1,1088.3,1,0,5,9,-0.1,1,1,0,-0.1,4,-3.8,1,62,G
358.4,0,7.5,2.3,43,0,15.3,3,0,0,0,1.6,920,16,16.4,0.6,2.3,84,830,16,34.1,2,59.4,-0.3,230,1,15,508,0,3040,0,1,906.5,1,86,10,8.9,9.1,9.9,906.3,1,0,5,9,-0.2,2,1.6,0,-0.1,8,-14.9,1,63,G
358.4,0,7.5,2.3,48,0,15.3,3,0,0,0,1.6,844,16.8,15.6,3.4,0.4,84,820,16.8,38,2,57.4,3.4,230,1,15,508,0,3040,0,1,825.3,1,86,9.1,8.1,8.1,9.1,825.3,1,0,5,8,-0.5,2,4.7,0,0,4,-20.1,1,64,G
358.4,0,7.1,2.3,50,0,14.9,3,0,0,0,1.6,817,17.6,15.6,6.2,-0.4,84,800,17.6,40,2,56.3,6.4,230,1,15,508,0,3040,0,1,774.3,1,86,6.5,5.5,5.5,6.5,773.5,1,0,5,6,-1.1,2,10.8,-8,0,0,-19,1,65,G
371.2,0,8,1.6,54,0,15.3,3,0,0,0,1.6,799,19.5,15.6,15.9,0.8,84,800,19.5,43.5,2,55.9,13.8,230,1,15,508,0,3040,0,1,701.3,1,86,4.8,4,4,4.8,702.3,1,0,5,4,0,1,0.9,0,0,0,-21.5,1,66,G
512,1.6,9.4,-0.8,56,0,16.5,3,0,0,0,1.6,1049,27,15.6,22.9,19.1,84,810,26.6,44.7,2,61.3,22.9,230,1,15,508,0,3040,0,1,859,1,86,5.9,4.9,4.9,5.8,862,1,0,5,5,0.4,1,1,0,0,8,-31.9,1,67,G
550.4,4.7,9.9,-2.3,53,0,16.9,3,0,0,0,1.6,1233,26.2,15.6,22.7,27.4,84,820,26.2,40.4,2.3,64.8,22.7,230,1,15,508,0,3040,0,1,1106.5,1,86,7.6,6.5,6.5,7.6,1109.3,1,0,5,7,0.4,1,1,0,0,0,-32,1,68,G
601.6,5.5,9.9,2.3,50,0,16.9,3,0,0,0,0.8,1416,24.2,16.4,14,34.1,84,830,24.2,34.9,2,68,14,230,1,15,508,0,3040,0,1,1327.3,1,86,9.1,8.1,8.1,9.1,1329.8,1,0,5,8,0.3,1,1,1,-0.1,0,-32.3,1,69,G
576,5.5,9.4,3.9,45,0,16.9,3,0,0,0,0.8,1559,21.5,16.4,10.3,38.3,84,840,21.5,30.2,2,70.7,10.3,230,1,15,508,0,3040,0,1,1500.8,1,86,10.4,9.4,9.4,10.4,1503.3,1,0,5,9,0.1,1,1,0,-0.1,0,-25.4,1,70,G
665.6,8.6,10.8,2.3,44,0,17.6,3,0,0,0,0.8,1741,23,17.2,20.2,36.4,84,840,23,31.8,2,74.6,20.2,230,1,15,508,0,3040,0,1,1683.3,1,86,11.6,10.4,10.4,11.5,1685.8,1,0,5,11,0.1,1,1,0,0,8,-19.2,1,71,G
844.8,9.4,12.2,0,51,0,18.4,3,0,0,0,0.8,1796,26.6,16.8,29.3,33.4,84,850,26.6,37.3,2,75.4,28.2,230,1,15,508,0,3040,0,1,1678,1,86,13.4,12.4,12.4,13.3,1673.3,1,0,5,12,0.4,1,1,0,-0.2,0,-19.2,1,72,G
627.2,1.2,8.9,1.6,49,0,16.5,3,0,0,0,0.8,1428,21.9,16,-7.1,15.4,84,870,21.5,36.1,2,68,-6.9,230,1,15,508,0,3040,0,1,1359.5,2,86,15.4,14.1,14.1,15.3,1360.8,1,0,5,14,0.1,1,1,0,-0.3,20,-45.8,1,73,G
396.8,0,7.1,1.6,36,0,14.9,3,0,0,0,1.6,1275,12.5,16.4,-11.9,6,84,890,12.5,25.9,2.3,66,-11.6,230,1,15,508,0,3040,0,1,1387.3,2,86,15.9,14.1,14.1,15.8,1387.8,1,0,5,14,-0.4,1,1,0,-0.9,84,-136.5,1,74,G
320,0,7.1,4.7,34,0,14.5,3,0,0,0,1.6,1135,11.7,16.4,-10.8,5.3,84,880,11.7,23.9,2.3,63.7,-10.6,230,1,15,508,0,3040,0,1,1343.3,2,86,15.8,12.9,13.5,15.5,1343,1,0,5,13,-0.6,1,1,0,-1.5,52,-180.9,1,75,G
473.6,7,9.9,6.3,43,0,16.5,3,0,0,0,1.6,1235,21.1,16,37.6,18.8,85,860,21.1,32.9,2,64.8,37.4,230,1,15,508,0,3040,0,1,1275.5,2,86,14.9,12.1,12.1,14.5,1275.8,1,0,5,12,-0.3,1,1,0,-1.2,0,-154.3,1,76,G
985.6,12.9,13.6,0,64,0,19.6,3,0,0,0,1.6,1585,35.2,15.6,45.2,24.8,85,870,35.2,51.8,2,71.1,45.3,230,1,15,508,0,3040,0,1,1367.8,2,86,15.8,13.4,13.6,15.5,1370.3,1,0,5,14,0.5,1,1,0,-0.8,60,-94.8,1,77,G
1100.8,12.9,14.1,-1.6,64,0,20,3,0,0,0,1.6,1763,35.5,15.6,42.5,26.6,85,910,35.5,51.4,2,75,42.5,230,1,15,508,0,3040,0,1,1568.3,2,86,18,15.8,16.1,17.8,1570.8,0,1,5,16,0.6,1,1,0,-1.1,12,-88.7,1,78,G
1100.8,12.9,14.1,-0.8,61,0,20,3,0,0,0,1.6,1853,34.4,16.4,39,29.3,85,970,34.4,48.6,2.3,76.2,39,230,1,15,508,0,3040,0,1,1761.3,2,86,20.1,18.1,18.4,19.9,1763.5,0,1,5,18,0.6,1,1,1,-0.9,24,-63.1,1,79,G
1164.8,13.7,14.1,0,63,0,20.4,3,0,0,0,1.6,1986,34,16.4,41.7,32.3,85,1030,34,47.5,2.3,77.3,41.6,230,1,15,508,0,3040,0,1,1947.3,2,86,22,20.4,20.6,21.8,1949.5,0,2,5,20,0.6,1,1,1,-0.6,24,-36.9,1,80,G
1292.8,14.5,15.5,-3.1,66,0,21.2,3,0,0,0,0.8,2126,35.2,16,43.8,27.4,85,1050,36.3,49.4,2.3,78.1,54.7,230,1,15,508,0,3040,0,1,1994.3,2,86,24,22.3,22.6,23.8,1991.3,0,2,5,22,0.5,1,1,1,-0.5,0,-32,1,81,G
1369.6,15.2,16.9,-1.6,75,0,22.4,3,0,0,0,0.8,1786,41.8,15.2,66.3,13.5,85,1190,43,63.5,2.3,75,66.3,230,1,15,508,0,3040,0,1,1577.8,3,86,26,24.8,24.9,25.9,1578,0,2,5,24,0.7,1,1,1,-0.3,16,-12.2,1,82,G
1408,15.2,17.4,-3.9,78,0,22.7,3,0,0,0,0.8,1774,44.5,15.2,63.7,12.4,84,1370,44.5,67.8,2,75,63.7,230,1,15,508,0,3040,0,1,1722.3,3,86,28.6,27.3,27.5,28.4,1724.3,0,2,5,27,0.7,1,1,0.5,0,4,-2.3,1,83,G
