Fuel_consumption,Accelerator_Pedal_value,Throttle_position_signal,Short_Term_Fuel_Trim_Bank1,Intake_air_pressure,Filtered_Accelerator_Pedal_value,Absolute_throttle_position,Engine_soacking_time,Inhibition_of_engine_fuel_cut_off,Engine_in_fuel_cut_off,Fuel_Pressure,Long_Term_Fuel_Trim_Bank1,Engine_speed,Engine_torque_after_correction,Torque_of_friction,Flywheel_torque_(after_torque_interventions),Current_spark_timing,Engine_coolant_temperature,Engine_Idel_Target_Speed,Engine_torque,Calculated_LOAD_value,Minimum_indicated_engine_torque,Maximum_indicated_engine_torque,Flywheel_torque,Torque_scaling_factor(standardization),Standard_Torque_Ratio,Requested_spark_retard_angle_from_TCU,TCU_requests_engine_torque_limit_(ETL),TCU_requested_engine_RPM_increase,Target_engine_speed_used_in_lock-up_module,Glow_plug_control_request,Activation_of_Air_compressor,Torque_converter_speed,Current_Gear,Transmission_oil_temperature,Wheel_velocity_front_left-hand,Wheel_velocity_rear_right-hand,Wheel_velocity_front_right-hand,Wheel_velocity_rear_left-hand,Torque_converter_turbine_speed_-_Unfiltered,Clutch_operation_acknowledge,Converter_clutch,Gear_Selection,Vehicle_speed,Acceleration_speed_-_Longitudinal,Indication_of_brake_switch_ON_OFF,Master_cylinder_pressure,Calculated_road_gradient,Acceleration_speed_-_Lateral,Steering_wheel_speed,Steering_wheel_angle,Trip,Time(s)
422.4,0,7.5,0,0,0,15.3,3,0,0,0,3.1,675,24.6,20.3,10.2,-4.9,90,670,24.6,56.9,2,55.1,10.6,230,1,15,508,0,3040,0,1,0,14,81,0,0,0,0,0,1,0,7,0,-0.2,1,27.3,0,0,0,10.5,1,11
435.2,0,7.5,1.6,0,0,15.3,3,0,0,0,3.1,695,25.4,19.1,14,-1.5,90,700,25.4,54.9,2,55.1,14.4,230,1,15,508,0,3040,0,1,0,14,81,0,0,0,0,0,1,0,7,0,-0.2,1,0.9,0,-0.1,0,10.5,1,12
486.4,0,8,2.3,0,0,15.7,3,0,0,0,3.1,745,26.2,18.8,19.8,1.5,90,770,26.6,55.3,2,55.9,19.8,230,1,15,508,0,3040,0,1,0,14,81,0,0,0,0,0,1,0,7,0,-0.2,1,0.9,0,-0.1,0,10.5,1,13
499.2,0,8.5,0.8,0,0,15.7,3,0,0,0,3.1,781,28.1,18.4,24.5,5.6,89,810,28.1,55.7,2,56.3,24.7,230,1,15,508,0,3040,0,1,59.5,14,81,0.4,0,0,0.3,61,1,0,7,0,-0.4,1,0.9,0,0,0,10.5,1,14
524.8,0,9.4,0.8,0,0,16.5,3,0,0,0,3.1,816,28.5,18,22.1,3.8,89,840,28.5,57.3,2,57,22.5,230,1,15,508,0,3040,0,1,150.5,14,81,1.1,0.1,0.1,1.1,152.3,1,0,7,0,-0.5,1,0.9,0,-0.1,0,-4.3,1,15
550.4,0,8.9,0.8,0,0,16.1,3,0,0,0,3.1,821,27.7,18,21.3,0,89,810,27.7,58,2,57.4,21.3,230,1,15,508,0,3040,0,1,252.8,14,81,2.1,1.7,1.6,2.1,254,1,0,7,1,-0.4,2,1.5,0,0,108,-117,1,16
499.2,0,8.5,1.6,0,0,15.7,3,0,0,0,3.1,763,25.8,18,17.5,-0.8,88,750,26.2,56.5,2,56.3,18.1,230,1,15,508,0,3040,0,1,281.8,14,81,2.5,2,2,2.5,282.3,1,0,7,2,-0.2,1,1.7,0,-0.1,116,-254.1,1,17
499.2,0,8.5,1.6,0,0,15.7,3,0,0,0,3.1,769,26.6,18,20.9,1.9,88,770,27,55.7,2,56.3,20.7,230,1,15,508,0,3040,0,1,316,14,81,3,2,2,2.8,317,1,0,7,2,-0.3,1,0.9,0,0,252,-502.1,1,18
499.2,0,8.9,0.8,0,0,16.1,3,0,0,0,3.1,798,28.1,18,23.7,3,88,810,28.1,57.3,2,56.6,23.9,230,1,15,508,0,3040,0,1,348.3,14,81,3.4,2,2,2.9,349,1,0,7,2,-0.3,1,0.9,0,-0.1,36,-515.8,1,19
563.2,0,9.4,1.6,0,0,16.5,3,0,0,0,3.1,828,28.5,18,23.9,1.9,88,840,28.5,58.4,2,57.4,24,230,1,15,508,0,3040,0,1,393.3,14,81,3.9,2,2.1,3.3,394.3,1,0,7,2,-0.3,1,0.9,0,-0.2,0,-516.1,1,20
563.2,0,8.9,0.8,0,0,16.1,3,0,0,0,3.1,838,28.1,18,18,-0.4,88,830,28.1,58.4,2,57.8,18.6,230,1,15,508,0,3040,0,1,444.8,14,81,4.4,2,2.1,3.8,445.8,1,0,7,3,-0.3,2,1,0,-0.3,0,-515.9,1,21
512,0,8.5,0.8,0,0,15.7,3,0,0,0,3.1,794,25,18,13.7,-2.6,88,770,25,56.5,2,56.6,13.7,230,1,15,508,0,3040,0,1,489.5,14,81,4.9,2,2.1,4.1,490.3,1,0,7,3,-0.2,2,1.6,0,-0.4,0,-515.7,1,22
473.6,0,8,0,0,0,15.3,3,0,0,0,3.1,781,24.2,18,14.2,-1.1,88,760,24.2,54.5,2,56.6,14.7,230,1,15,508,0,3040,0,1,417.3,14,81,4.1,1.8,2.1,3.6,415.8,1,0,7,2,0.2,2,6.8,0,-0.7,0,-512.9,1,23
448,0,7.5,0,0,0,15.3,3,0,0,0,3.1,756,23.8,18,11.7,-1.1,88,730,23.8,52.5,2,56.3,12.2,230,1,15,508,0,3040,0,1,126.5,14,81,1.4,0.1,0.3,1.3,128,1,0,7,0,0.5,2,11.8,0,-0.7,56,-450.3,1,24
384,0,7.1,0.8,0,0,14.5,3,0,0,0,3.9,692,20.3,17.2,-0.4,-6,88,670,20.3,49.8,2,55.5,0.2,230,1,15,508,0,3040,0,1,72,1,81,0.1,0,0,0.1,79.5,1,0,5,0,0,1,8.4,0,-0.3,140,-280.6,1,25
409.6,0,7.1,0,0,0,14.9,3,0,0,0,3.1,702,22.7,17.2,14.8,-1.5,88,710,22.7,50.2,2,55.5,15.3,230,1,15,508,0,3040,0,1,228.3,1,81,0.6,0,0,0.6,225.3,1,0,5,0,0.4,1,0.9,2.5,-0.2,340,66,1,26
601.6,0,10.4,0.8,16,0,17.3,3,0,0,0,2.3,952,32,16.8,51.6,8.3,88,750,31.6,58,2,59.8,51.1,230,1,15,508,0,3040,0,1,381.8,1,81,2.3,1.4,1.5,2.1,386.5,1,0,5,2,0.7,1,0.9,0,-0.1,112,127,1,27
934.4,0,12.7,-1.6,29,0,18.8,3,0,0,0,2.3,1440,36.7,15.6,52.8,23.6,88,780,36.7,54.1,2,69.1,52.8,230,1,15,508,0,3040,0,1,986.5,1,81,6.5,6,6.1,6.4,993.8,1,0,5,6,1.3,1,0.9,0,0,12,102.4,1,28
1152,0,13.2,-0.8,30,0,19.6,3,0,0,0,2.3,1802,35.9,15.6,25.9,28.1,88,810,35.9,49.8,2,75.8,25.9,230,1,15,508,0,3040,0,1,1612,1,81,10.9,10.3,10.5,10.8,1617.8,1,0,5,10,1.1,1,0.9,1.5,-0.1,56,39.8,1,29
857.6,0,11.3,1.6,25,0,17.6,3,0,0,0,2.3,1790,26.2,16,35.4,38.3,88,840,26.6,36.1,2,76.2,35.4,230,1,15,508,0,3040,0,1,1669.5,1,81,13.6,12.6,12.7,13.5,1664.5,1,0,5,13,0.4,1,0.9,0,-0.4,64,-15.9,1,30
755.2,0,9.9,1.6,21,0,17.3,3,0,0,0,2.3,1514,28.5,15.2,22.7,31.1,89,880,28.5,39.6,2,71.1,22.7,230,1,15,508,0,3040,0,1,1383.5,2,81,15.5,14.2,14.2,15.4,1385.3,0,1,5,14,0.3,1,0.9,0,-0.4,0,-7.3,1,31
614.4,0,8,3.9,8,0,15.7,3,0,0,0,3.1,1531,20.3,15.6,-6.7,25.1,89,910,20.3,30.2,2,71.5,-6.8,230,1,15,508,0,3040,0,1,1472,2,81,16.4,15.8,16,16.4,1473,1,0,5,15,0.1,1,0.9,-0.5,-0.2,4,3.7,1,32
409.6,0,6.6,2.3,0,0,14.5,3,0,0,0,3.1,1339,11.7,15.6,-9.1,7.9,89,920,11.7,23.9,2,68,-9,230,1,15,508,0,3040,0,1,1433.3,2,81,16,15.1,15.3,15.9,1432.5,1,0,5,15,-0.4,2,2.9,0,-0.1,4,7.1,1,33
320,0,6.6,4.7,0,0,14.5,3,0,0,0,3.9,1092,12.5,15.6,-5.6,8.3,89,900,12.5,23.5,2.3,63.7,-5.2,230,1,15,508,0,3040,0,1,1258.3,2,82,14,13.1,13.2,13.9,1256.5,1,0,5,13,-0.8,2,5.9,0,-0.2,0,-1.1,1,34
332.8,0,7.1,3.9,0,0,14.5,3,0,0,0,3.9,939,14.5,15.2,-2.1,4.1,89,860,14.5,29.4,2,60.5,-2.1,230,1,15,508,0,3040,0,1,1025.5,2,82,11.5,10.4,10.5,11.5,1024,1,0,5,10,-0.9,2,6.4,0,-0.6,104,-119.5,1,35
332.8,0,7.1,0.8,0,0,14.5,3,0,0,0,3.9,863,15.2,15.2,1.4,1.1,89,840,15.2,34.1,2,58.6,1.3,230,1,15,508,0,3040,0,1,883.8,2,82,10.4,8.1,8.1,10.1,883.5,1,0,5,9,-0.4,1,0.9,0,-1,132,-255.4,1,36
371.2,0,8,0.8,0,0,15.3,3,0,0,0,3.1,877,19.9,15.2,32.3,7.5,89,840,19.9,38.8,2,58.6,32.3,230,1,15,508,0,3040,0,1,817.8,2,82,9.8,6.4,7.8,9.3,818,1,0,5,8,-0.3,1,0.9,0,-0.9,76,-328.1,1,37
832,0,11.8,-1.6,30,0,18.4,3,0,0,0,2.3,1326,35.2,14.8,46.3,21.4,89,840,35.2,53.7,2.3,67.2,46.3,230,1,15,508,0,3040,0,1,894.3,2,82,10.8,7.3,8.3,10.1,896.8,1,0,5,8,0.4,1,0.9,0,-1,52,-254.1,1,38
588.8,0,7.5,0.8,1,0,15.3,3,0,0,0,3.1,1240,23.8,15.2,1.4,18,89,840,23.4,36.9,2.3,66.4,1.2,230,1,15,508,0,3040,0,1,1071.3,2,82,12.6,9.9,10.1,12.4,1072.3,1,0,5,10,0.2,2,1.4,0,-0.4,164,-88.7,1,39
332.8,0,6.6,0.8,0,0,14.1,3,0,0,0,3.9,944,15.6,15.2,-0.7,7.1,89,830,15.6,29.4,2,60.5,-0.6,230,1,15,508,0,3040,0,1,1001.5,2,82,11.4,10,10.1,11.3,1000.5,1,0,5,10,-0.5,2,4.4,0,0,84,-1.6,1,40
332.8,0,7.1,0.8,0,0,14.5,3,0,0,0,3.9,870,15.2,15.2,7.8,1.9,89,830,15.2,34.1,2,59,7.8,230,1,15,508,0,3040,0,1,886.8,2,82,9.6,9.4,9.7,9.5,886.8,1,0,5,9,-0.3,1,1,0,0.3,112,108.6,1,41
588.8,0,10.4,0,29,0,16.9,3,0,0,0,3.1,1132,28.9,15.2,40.2,18.8,89,840,28.9,46.7,2,63.7,40.2,230,1,15,508,0,3040,0,1,915,2,82,9.6,9.3,9.9,9.4,916.8,1,0,5,10,0.2,1,0.9,0,0.4,44,157.8,1,42
576,0,7.5,2.3,1,0,15.3,3,0,0,0,3.1,1209,23.4,15.2,0.1,17.3,88,840,23.4,36.5,2.3,65.6,0.4,230,1,15,508,0,3040,0,1,1053.5,2,82,11.1,11.5,11.8,10.9,1054.8,1,0,5,11,0.1,1,0.9,0,0.7,36,191.2,1,43
307.2,0,6.6,2.3,0,0,14.1,3,0,0,0,3.9,989,14.5,15.6,-4.5,7.5,88,850,14.5,26.7,2.3,61.7,-4,230,1,15,508,0,3040,0,1,1048.8,2,82,11,11.6,12,10.8,1048.8,1,0,5,11,-0.4,1,0.9,0,0.6,0,169.8,1,44
320,0,6.6,0.8,0,0,14.5,3,0,0,0,3.9,901,14.1,15.6,-3.8,1.9,88,850,14.1,31,2,59.8,-3.5,230,1,15,508,0,3040,0,1,984,2,82,10.4,10.1,10.2,10.3,983.8,1,0,5,11,-0.3,1,0.9,0,0.3,48,116.1,1,45
473.6,0,9.4,0,21,0,16.1,3,0,0,0,3.1,1049,24.2,15.2,37.9,17.3,87,850,24.2,40.4,2,62.1,37.9,230,1,15,508,0,3040,0,1,945,2,82,10.1,10,10,10,945.8,1,0,5,10,0,1,0.9,0,-0.1,100,10,1,46
704,0,9.4,-0.8,17,0,16.5,3,0,0,0,2.3,1301,29.3,15.2,9.9,22.9,87,850,28.9,43.9,2.3,67.2,9.6,230,1,15,508,0,3040,0,1,1061,2,82,11.8,10.8,11,11.8,1062.8,1,0,5,11,0.4,1,0.9,0,-0.1,32,5.5,1,47
332.8,0,6.1,1.6,0,0,14.1,3,0,0,0,3.1,1052,15.6,15.6,-3.3,13.9,87,840,15.6,26.3,2.3,63.3,-3.2,230,1,15,508,0,3040,0,1,1114.8,2,82,12.4,12,12,12.3,1115,1,0,5,12,-0.2,2,1.2,0,0.3,40,50.1,1,48
307.2,0,6.6,0.8,0,0,14.5,3,0,0,0,3.9,896,14.5,15.6,-5,3.4,87,840,14.5,30.6,2,59.8,-4.7,230,1,15,508,0,3040,0,1,1034.8,2,82,11.3,10.5,10.7,11.1,1034.3,1,0,5,11,-0.4,1,2.1,0,0.3,24,74.2,1,49
320,0,6.6,0.8,0,0,14.1,3,0,0,0,3.9,872,14.1,15.6,-2.4,1.5,87,850,14.1,31.8,2,59,-2.4,230,1,15,508,0,3040,0,1,952.5,2,82,10.4,10,10,10.3,952.3,1,0,5,10,-0.3,1,0.9,0,0.1,32,35.5,1,50
320,0,6.6,0,0,0,14.5,3,0,0,0,3.9,835,14.8,15.6,-2,1.1,86,830,14.8,34.1,2,58.2,-1.8,230,1,15,508,0,3040,0,1,897.8,2,82,9.9,9.1,9.2,9.9,897.3,1,0,5,9,-0.4,2,2.2,0,0.1,20,8,1,51
332.8,0,7.1,1.6,0,0,14.9,3,0,0,0,3.9,787,17.6,15.6,10.3,3,86,810,17.6,38.4,2,57,10.3,230,1,15,508,0,3040,0,1,760.5,2,82,8.3,7.3,7.3,8.3,760,1,0,5,7,-0.8,2,7.3,0,0,32,-16.6,1,52
396.8,0,7.1,2.3,0,0,14.9,3,0,0,0,3.1,781,18.8,15.2,14.9,-2.3,86,800,18.8,44.3,2,56.6,15,230,1,15,508,0,3040,0,1,704.5,1,82,5.1,4.5,4.4,5.1,703.3,1,0,5,5,-0.9,2,7.6,10.5,0.1,12,-5.5,1,53
422.4,0,7.5,2.3,0,0,15.3,3,0,0,0,3.1,775,21.1,15.6,12.1,-3,85,770,21.1,49,2,56.6,12.3,230,1,15,508,0,3040,0,1,546.8,1,82,3.6,2.1,2.1,3.6,547.3,1,0,5,3,-0.1,1,2.7,0,0,0,-25.4,1,54
435.2,0,7.1,0.8,0,0,14.9,3,0,0,0,3.1,787,19.9,15.6,7.8,-3.8,85,780,19.9,47.5,2,56.6,8.4,230,1,15,508,0,3040,0,1,630.3,1,82,4.3,3.7,3.7,4.3,632,1,0,5,4,0.1,1,0.9,0,0,44,-60,1,55
460.8,0,8,-1.6,3,0,15.7,3,0,0,0,3.1,907,24.6,15.6,29.6,9,85,800,24.2,45.9,2,59.4,29.6,230,1,15,508,0,3040,0,1,750.8,1,82,5.1,4.1,4.1,5.1,751.8,1,0,5,4,0.2,1,0.9,0,0,0,-51.9,1,56
537.6,0,8.5,-4.7,6,0,15.7,3,0,0,0,3.1,1153,26.2,15.6,19.2,24.8,85,820,26.2,40.4,2.3,64.8,19.2,230,1,15,508,0,3040,0,1,1000.5,1,82,7,5.9,5.9,6.9,1002.3,1,0,5,6,0.4,1,0.9,0,0,12,-33.1,1,57
537.6,0,8.9,0.8,14,0,16.1,3,0,0,0,3.1,1289,24.2,15.6,19.2,30.8,85,830,24.2,35.3,2.3,67.2,19.2,230,1,15,508,0,3040,0,1,1199.3,1,82,8.3,7.3,7.4,8.3,1201.8,1,0,5,7,0.2,1,0.9,0,0,4,-34.5,1,58
601.6,0,9.4,1.6,17,0,16.5,3,0,0,0,3.1,1451,24.2,16,13.1,34.1,85,830,24.2,33.3,2,69.9,13.1,230,1,15,508,0,3040,0,1,1374.5,1,82,9.5,8.2,8.3,9.4,1376.8,1,0,5,9,0.2,1,0.9,-16,0,24,-12.5,1,59
627.2,0,9.4,1.6,18,0,16.5,3,0,0,0,3.1,1627,22.3,16.4,11.6,38.3,85,840,22.3,29.8,2,73.8,11.6,230,1,15,508,0,3040,0,1,1569.8,1,82,10.9,10,10,10.8,1572.3,1,0,5,10,0.1,1,0.9,0,0,0,-19.1,1,60
576,0,8,0.8,8,0,15.7,3,0,0,0,3.1,1682,16.8,17.2,-8.1,22.5,85,840,16.8,25.9,2,75,-8.4,230,1,15,508,0,3040,0,1,1648,1,82,12,11.2,11,12,1645.8,1,0,5,11,0,1,0.9,0,-0.1,4,-22,1,61
409.6,0,8,2.3,0,0,14.9,3,0,0,0,3.1,1109,15.6,16,-0.3,8.3,85,840,15.6,31.4,2.3,64.5,-0.1,230,1,15,508,0,3040,0,1,1076.3,2,82,11.6,10.8,10.9,11.6,1072,1,0,5,10,-0.8,2,8.1,0,-0.1,0,-18.9,1,62
384,0,7.5,0.8,0,0,15.3,3,0,0,0,3.1,864,18.8,15.6,11.3,3.8,85,820,18.8,38.4,2,59,11.3,230,1,15,508,0,3040,0,1,788,2,82,8.6,7.6,7.6,8.6,788.5,1,0,5,8,-0.9,2,7.4,0,0.1,8,-8.7,1,63
396.8,0,7.1,0,0,0,14.5,3,0,0,0,3.1,835,18,15.6,9,-2.6,84,800,18,42,2,57.8,9.1,230,1,15,508,0,3040,0,1,791.3,2,82,6,5.1,5.2,6,790.8,1,0,5,5,-1,2,7.2,0,0,0,-10.9,1,64
409.6,0,8,0.8,0,0,15.3,3,0,0,0,3.1,780,21.9,15.6,9.7,0.4,84,780,22.3,48.2,2,56.6,10.5,230,1,15,508,0,3040,0,1,562.5,1,82,3.8,2.8,2.9,3.8,560.8,1,0,5,3,-0.7,2,7.2,-6.5,0,0,-11.6,1,65
448,0,7.5,0.8,0,0,15.3,3,0,0,0,3.1,780,21.9,15.6,13.3,-3.8,84,760,21.9,51,2,57,14,230,1,15,508,0,3040,0,1,383.8,1,82,2.6,2,2,2.6,383.8,1,0,5,2,-0.5,2,7.3,0,0,0,-12,1,66
422.4,0,7.1,0.8,0,0,14.9,3,0,0,0,3.1,751,21.9,16.4,10.6,-3.4,84,730,21.9,50.2,2,56.3,11,230,1,15,508,0,3040,0,1,241.8,1,82,1.6,0.4,0.4,1.6,241.5,1,0,5,0,-0.5,2,7.3,0,0,0,-13,1,67
371.2,0,7.1,0,0,0,14.9,3,0,0,0,3.9,692,21.9,17.2,9.2,-2.3,84,670,21.9,48.2,2,55.9,9.2,230,1,15,508,0,3040,0,1,120,1,82,0.8,0,0,0.8,120.3,1,0,5,0,-0.4,2,5.2,0,0,0,-13.2,1,68
358.4,0,7.1,0,0,0,14.5,3,0,0,0,3.9,681,21.5,17.2,8.3,-2.3,84,670,21.5,47.8,2,55.9,8.3,230,1,15,508,0,3040,0,1,110,1,82,0.8,0,0,0.8,110.5,1,0,5,0,-0.2,2,4.2,0,0,0,-13,1,69
358.4,0,7.1,0,0,0,14.9,3,0,0,0,3.9,678,21.5,17.2,8.6,-2.3,84,670,21.5,47.8,2,55.9,8.9,230,1,15,508,0,3040,0,1,113.8,1,82,0.8,0,0,0.8,114.3,1,0,5,0,-0.2,2,4.4,0,0,0,-13,1,70
345.6,0,7.1,0,0,0,14.5,3,0,0,0,3.9,677,21.1,17.2,8.6,-2.3,84,670,21.5,47.5,2,55.5,8.5,230,1,15,508,0,3040,0,1,134,1,82,0.8,0,0,0.8,134.5,1,0,5,0,-0.2,2,4.5,0,0,0,-12.9,1,71
358.4,0,7.1,-0.8,0,0,14.5,3,0,0,0,3.9,674,21.5,17.2,9.2,-1.9,84,670,21.5,47.5,2,55.9,9.2,230,1,15,508,0,3040,0,1,117.8,1,82,0.8,0,0,0.8,118.3,1,0,5,0,-0.2,2,3.3,0,0,0,-13.2,1,72
345.6,0,7.1,-0.8,0,0,14.5,3,0,0,0,3.9,675,21.5,17.2,10.2,-2.3,84,670,21.5,47.5,2,55.5,10.5,230,1,15,508,0,3040,0,1,249.3,1,82,1.5,0.6,0.6,1.5,252,1,0,5,0,0.1,1,0.9,0,0,0,-13.7,1,73
396.8,0,7.1,0,0,0,14.9,3,0,0,0,3.1,720,22.7,17.2,10.8,-2.3,84,730,22.7,50.2,2,55.9,10.7,230,1,15,508,0,3040,0,1,452.5,1,82,3,2.1,2.1,3,455,1,0,5,2,0.2,1,0.9,0,-0.1,28,-48.8,1,74
409.6,0,7.1,-0.8,0,0,14.9,3,0,0,0,3.1,766,20.3,17.2,6.1,-4.1,84,760,20.3,47.8,2,56.6,6.3,230,1,15,508,0,3040,0,1,625.5,1,82,4.4,3.4,3.5,4.3,627.3,1,0,5,3,0.1,1,0.9,0,-0.2,60,-114.6,1,75
371.2,0,7.1,-1.6,0,0,14.5,3,0,0,0,3.9,774,19.5,16.4,5.7,-0.8,84,790,19.5,43.5,2,56.6,6.1,230,1,15,508,0,3040,0,1,701.3,1,82,5,4,4,4.9,702.3,1,0,5,4,-0.1,1,0.9,0,-0.3,64,-180.2,1,76
460.8,0,9.9,-2.3,7,0,16.5,3,0,0,0,3.1,873,25.8,15.6,64.3,5.6,84,810,25.4,49.4,2,58.2,63.9,230,1,15,508,0,3040,0,1,746.8,1,82,5.3,4,4,5.1,749,1,0,5,4,0,1,0.9,0,-0.4,84,-274.2,1,77
1600,0,20.7,-1.6,60,0,24.7,3,0,0,0,2.3,1800,48.4,15.2,76.9,9,84,820,48.4,73.7,2,75,76.9,230,1,15,508,0,3040,0,1,1318.3,1,82,9.8,6.8,7.4,9.3,1328,1,0,5,8,1.8,1,0.9,1.5,-1.3,20,-253.1,1,78
1881.6,0,18.3,0.8,46,0,23.5,3,0,0,0,2.3,2382,45.3,16,51.4,21.8,85,830,45.3,59.6,2.3,80.1,57.8,230,1,15,508,0,3040,0,1,2187.8,1,82,16.4,12.9,13.5,15.9,2193.3,1,0,5,13,1.2,1,0.9,0,-1.8,72,-179.5,1,79
1740.8,0,19.7,-2.3,59,0,23.5,3,0,0,0,2.3,2167,45.3,15.6,84,16.5,85,930,46.1,62.7,2.3,78.9,84.5,230,1,15,508,0,3040,0,1,1918,2,82,20.5,17.7,18.1,20.1,1915.3,1,0,5,18,1.1,1,0.9,0,-1.6,72,-106.9,1,80
2624,0,29.6,-0.8,70,0,31.4,3,0,0,0,2.3,2450,54.7,15.6,95.8,8.3,85,1030,54.7,82.7,2.3,80.5,95.5,230,1,15,508,0,3040,0,1,2188,2,82,25.1,22.5,23,24.8,2193,1,0,5,22,1.4,1,0.9,0,-1.5,52,-45,1,81
3315.2,0,31,3.1,70,0,32.9,3,0,0,0,2.3,2924,58.2,16,93,13.9,85,1080,58.2,80.4,3.1,82.8,93.6,230,1,15,508,0,3040,0,1,2694.3,2,82,30.4,28.5,29.1,30,2700,1,0,5,28,1.7,1,1,0.5,-0.6,32,-9.8,1,82
3123.2,0,30.5,-0.8,70,0,32.2,3,0,0,0,2.3,2823,53.5,16,93.4,9.4,85,1170,56.6,80,3.1,82.8,92.5,230,1,15,508,0,3040,0,1,2595.8,3,82,35.1,33.9,34.2,34.8,2589.3,1,0,5,33,1.2,1,1,1,0.1,16,-1,1,83
3225.6,0,43.7,2.3,70,0,40.8,3,0,0,0,2.3,2634,60.5,15.6,105.6,7.5,85,1500,60.5,90.2,2.7,81.6,105.6,230,1,15,508,0,3040,0,1,2360,3,82,39.1,37.8,38.3,38.8,2363,1,0,5,37,1.1,1,1,0,0,0,3,1,84
