Fuel_consumption,Accelerator_Pedal_value,Throttle_position_signal,Short_Term_Fuel_Trim_Bank1,Intake_air_pressure,Filtered_Accelerator_Pedal_value,Absolute_throttle_position,Engine_soacking_time,Inhibition_of_engine_fuel_cut_off,Engine_in_fuel_cut_off,Fuel_Pressure,Long_Term_Fuel_Trim_Bank1,Engine_speed,Engine_torque_after_correction,Torque_of_friction,Flywheel_torque_(after_torque_interventions),Current_spark_timing,Engine_coolant_temperature,Engine_Idel_Target_Speed,Engine_torque,Calculated_LOAD_value,Minimum_indicated_engine_torque,Maximum_indicated_engine_torque,Flywheel_torque,Torque_scaling_factor(standardization),Standard_Torque_Ratio,Requested_spark_retard_angle_from_TCU,TCU_requests_engine_torque_limit_(ETL),TCU_requested_engine_RPM_increase,Target_engine_speed_used_in_lock-up_module,Glow_plug_control_request,Activation_of_Air_compressor,Torque_converter_speed,Current_Gear,Transmission_oil_temperature,Wheel_velocity_front_left-hand,Wheel_velocity_rear_right-hand,Wheel_velocity_front_right-hand,Wheel_velocity_rear_left-hand,Torque_converter_turbine_speed_-_Unfiltered,Clutch_operation_acknowledge,Converter_clutch,Gear_Selection,Vehicle_speed,Acceleration_speed_-_Longitudinal,Indication_of_brake_switch_ON/OFF,Master_cylinder_pressure,Calculated_road_gradient,Acceleration_speed_-_Lateral,Steering_wheel_speed,Steering_wheel_angle,Trip,Time(s),Driver
1011.2,0,12.7,0,30,0,18.8,3,0,0,0,3.1,1910,29.7,12.5,39.1,40.5,93,830,29.7,41.2,2.3,77.3,42,230,1,15,508,0,3040,0,0,1787.8,1,85,12.1,11.7,11.7,12,1790.8,1,0,5,12,0.7,1,0.9,0,0.2,24,54.5,1,11,B
896,0,10.4,0,18,0,17.3,3,0,0,0,3.1,1656,27,11.7,7.5,29.3,93,860,27,39.6,2,73.4,7.4,230,1,15,508,0,3040,0,0,1488.3,2,85,14.5,13.7,13.9,14.5,1484,1,0,5,14,0.6,1,0.9,0,0,28,24.8,1,12,B
320,0,5.7,0.8,0,0,13.7,3,0,0,0,3.9,1246,10.9,11.7,-4.1,14.3,93,890,10.9,20.4,2.3,66,-4.1,230,1,15,508,0,3040,0,0,1345.3,2,85,15,14.1,14.1,14.9,1344.8,1,0,5,14,-0.2,1,0.9,0,-0.1,12,-5.4,1,13,B
243.2,0,5.7,6.3,0,0,13.7,3,0,0,0,4.7,991,9.8,11.3,5.5,11.3,92,880,10.2,19.6,2.3,61.3,5.2,230,1,15,508,0,3040,0,0,1252.3,2,85,13.9,12.9,13.1,13.9,1251.8,1,0,5,13,-0.4,1,0.9,0,-0.3,12,-4.2,1,14,B
332.8,0,6.1,5.5,4,0,14.1,3,0,0,0,3.9,1094,13.3,10.5,-1.7,13.1,91,860,13.3,24.7,2.3,62.9,-2,230,1,15,508,0,3040,0,0,1157.3,2,85,12.9,12,12,12.8,1157,1,0,5,12,-0.2,1,0.9,0,-0.2,8,-13.9,1,15,B
243.2,0,5.7,7,0,0,13.7,3,0,0,0,4.7,928,10.5,10.9,-3.6,9,90,850,10.5,21.6,2,60.2,-3.6,230,1,15,508,0,3040,0,0,1082,2,85,12.1,11,11.1,12,1081.5,1,0,5,11,-0.3,1,0.9,0,-0.3,0,-21.5,1,16,B
256,0,5.7,4.7,0,0,13.7,3,0,0,0,4.7,887,9.8,10.9,-2.5,2.6,90,850,9.8,23.9,2,59,-2.2,230,1,15,508,0,3040,0,0,990.8,2,85,11.1,10,10.1,11,990.5,1,0,5,10,-0.3,1,0.9,0,-0.4,32,-63.1,1,17,B
243.2,0,5.7,3.1,0,0,13.7,3,0,0,0,4.7,851,10.2,10.9,0,2.6,90,840,10.2,25.1,2,58.2,0.2,230,1,15,508,0,3040,0,0,910.3,2,85,10.4,8.5,8.7,10.3,910.3,1,0,5,9,-0.3,2,1,0,-0.8,68,-131.6,1,18,B
256,0,6.1,0.8,0,0,14.1,3,0,0,0,4.7,810,11.3,10.5,7.2,4.1,89,820,11.3,27.5,2,57,7.5,230,1,15,508,0,3040,0,0,809.5,2,85,9.3,7.5,7.5,9.1,808,1,0,5,8,-0.8,2,7.1,0,-0.6,32,-164,1,19,B
307.2,0,6.6,2.3,0,0,14.5,3,0,0,0,4.7,780,14.1,10.2,2.7,0.4,89,800,14.1,35.3,2,56.3,2.8,230,1,15,508,0,3040,0,0,735,2,85,6.4,4.7,4.8,6.3,736.5,1,0,5,5,-1.1,2,8.2,0,-0.4,0,-161.3,1,20,B
281.6,0,6.1,1.6,0,0,13.7,3,0,0,0,4.7,790,12.5,10.5,2.2,0.8,88,790,12.5,31,2,56.6,2.6,230,1,15,508,0,3040,0,0,764,1,85,6.5,4.7,4.8,6.4,764.5,1,0,5,5,-0.5,1,0.8,7,-0.6,0,-159.1,1,21,B
281.6,0,6.6,1.6,0,0,14.1,3,0,0,0,4.7,836,14.1,10.5,25.9,9.8,88,810,14.1,30.2,2,57.8,26,230,1,15,508,0,3040,0,0,798.8,1,85,6.9,5.4,6,6.8,800.3,1,0,5,5,-0.2,1,0.9,0,-0.5,44,-212.2,1,22,B
486.4,0,8,0,13,0,15.3,3,0,0,0,3.9,1159,22.7,10.2,26.9,28.1,88,820,22.7,34.5,2.3,64.5,26.9,230,1,15,508,0,3040,0,0,1014.5,1,85,7.5,5.2,6,7,1016.8,1,0,5,6,0.3,1,0.9,0,-0.6,80,-288.2,1,23,B
588.8,0,8.9,4.7,22,0,16.1,3,0,0,0,3.9,1318,24.2,10.2,33.1,33.8,87,830,24.2,34.9,2.3,67.2,33.1,230,1,15,508,0,3040,0,0,1170,1,85,8.8,6,6.1,8.3,1172.8,1,0,5,7,0.3,1,0.9,0,-0.6,8,-278.7,1,24,B
832,0,11.8,3.1,33,0,18,3,0,0,0,3.9,1603,28.9,9.4,56.1,32.3,87,840,28.9,40.8,2,72.3,56.1,230,1,15,508,0,3040,0,0,1439.3,1,85,10.5,8,8.5,10.1,1443.5,1,0,5,9,0.7,1,0.9,13,-0.4,128,-149.1,1,25,B
1382.4,0,16,0.8,46,0,21.2,3,0,0,0,3.1,2074,37.5,9.4,65,26.6,87,840,38.3,51.4,2.3,78.1,77,230,1,15,508,0,3040,0,0,1879.8,1,85,13.8,11.7,11.9,13.5,1882,1,0,5,12,1.1,1,0.9,0,-0.6,48,-96.9,1,26,B
1049.6,0,10.4,3.9,16,0,17.6,3,0,0,0,3.1,1799,27.7,9.4,18.6,25.1,87,890,28.1,40,2,75.8,18.6,230,1,15,508,0,3040,0,0,1608.5,2,85,17.8,15.6,15.9,17.6,1606.8,1,0,5,16,0.7,1,0.9,0,-0.5,64,-28.6,1,27,B
908.8,0,12.7,3.1,37,0,18.4,3,0,0,0,3.9,1823,27.7,9.4,60.1,34.1,86,960,27.7,38,2,76.2,60.1,230,1,15,508,0,3040,0,0,1693.5,2,85,18.9,17.8,18.1,18.8,1695.8,0,1,5,18,0.4,1,0.9,0,-0.2,24,-9.1,1,28,B
960,0,11.3,0,26,0,17.6,3,0,0,0,3.1,1974,27,9.8,44.2,43.1,86,1020,27,36.1,2.3,78.1,44.2,230,1,15,508,0,3040,0,0,1890,2,85,21.1,20,20,21,1892.3,0,2,5,20,0.4,1,0.9,0,-0.2,8,-1.3,1,29,B
742.4,0,8.9,-1.6,10,0,16.5,3,0,0,0,3.1,1644,22.7,9.8,10.3,28.9,85,1050,22.7,32.9,2,73.4,10.6,230,1,15,508,0,3040,0,0,1524.8,3,85,22.3,21.6,21.7,22.1,1519.3,1,0,5,21,0.3,1,0.9,0,0.1,12,4.1,1,30,B
358.4,0,6.6,0.8,0,0,14.1,3,0,0,0,3.9,1345,11.7,10.2,-2.9,10.5,85,1160,11.7,22,2.3,68,-2.6,230,1,15,508,0,3040,0,0,1348.3,3,85,22.4,22,22,22.3,1348.5,1,0,5,21,-0.2,1,0.9,0,0,12,7.2,1,31,B
307.2,0,6.6,2.3,0,0,14.1,3,0,0,0,4.7,1259,9.4,10.9,-3.9,9.8,85,1150,9.4,18.8,2.3,66.8,-3.9,230,1,15,508,0,3040,0,0,1314.8,3,85,21.8,20.5,20.8,21.6,1314.8,1,0,5,20,-0.3,2,1.1,0,0.1,0,6.9,1,32,B
281.6,0,6.1,3.9,0,0,14.1,3,0,0,0,4.7,1171,9.4,10.9,-3.8,7.5,85,1120,9.4,19.6,2.3,65.2,-3.9,230,1,15,508,0,3040,0,0,1258.5,3,85,20.8,20,20,20.6,1258.5,1,0,5,20,-0.4,2,2.4,0,-0.1,12,-11.5,1,33,B
268.8,0,6.6,5.5,0,0,14.1,3,0,0,0,4.7,1084,10.5,10.9,-1,6.8,85,1080,10.5,20.8,2.3,63.7,-0.7,230,1,15,508,0,3040,0,0,1165.8,3,85,19.4,18.1,18.3,19.3,1165.3,1,0,5,18,-0.5,2,3.3,0,-0.1,12,-2.4,1,34,B
294.4,0,6.1,7.8,0,0,14.1,3,0,0,0,4.7,1049,10.5,10.9,-2.1,4.5,85,1040,10.5,22,2.3,62.9,-1.8,230,1,15,508,0,3040,0,0,1089,3,85,18.1,17,17.1,18,1089,1,0,5,17,-0.2,1,0.8,0,-0.2,12,-19.9,1,35,B
281.6,0,6.1,8.6,0,0,14.1,3,0,0,0,4.7,1011,10.5,10.9,-1.1,4.5,85,1000,10.5,22,2.3,62.1,-1,230,1,15,508,0,3040,0,0,1054.8,3,85,17.5,16.1,16.2,17.5,1054.8,1,0,5,16,-0.3,1,0.9,0,-0.3,0,-5.7,1,36,B
281.6,0,6.1,7.8,0,0,13.7,3,0,0,0,4.7,981,10.9,10.9,-0.5,3.8,85,980,10.9,22.7,2.3,61.7,-0.4,230,1,15,508,0,3040,0,0,1020.3,3,85,16.9,16,16.1,16.8,1020.5,1,0,5,16,-0.2,1,0.9,0,-0.1,12,3.8,1,37,B
268.8,0,5.7,5.5,0,0,13.7,3,0,0,0,4.7,967,10.9,10.9,-0.6,3.4,85,970,10.9,23.5,2.3,61.3,-0.2,230,1,15,508,0,3040,0,0,1000.3,3,85,16.5,16,16,16.4,1000.5,1,0,5,15,-0.2,2,0.9,0.5,0,0,5.2,1,38,B
281.6,0,6.1,3.9,0,0,14.1,3,0,0,0,4.7,948,11.7,10.9,0.8,3.8,85,950,11.7,24.7,2.3,60.9,1.1,230,1,15,508,0,3040,0,0,958.8,3,85,15.9,14.8,14.8,15.8,958.8,1,0,5,15,-0.2,2,1.8,0,0,8,-1.3,1,39,B
294.4,0,6.6,0.8,0,0,14.1,3,0,0,0,4.7,923,12.9,11.3,8,4.1,85,930,12.9,27.5,2,60.2,8.2,230,1,15,508,0,3040,0,0,884,3,85,14.5,13.7,13.6,14.4,883.3,1,0,5,13,-0.6,2,6.4,0,0.1,8,8.5,1,40,B
345.6,0,7.1,0,0,0,14.5,3,0,0,0,3.9,867,16.4,10.9,14.7,3,85,880,16.4,34.9,2,58.6,14.5,230,1,15,508,0,3040,0,0,708.8,3,85,11.6,10.9,10.9,11.6,707,1,0,5,11,-1.2,2,12.8,0,0.1,4,13.4,1,41,B
371.2,0,6.6,0.8,0,0,14.5,3,0,0,0,3.9,839,17.6,10.9,8.5,-0.8,85,830,17.6,39.2,2,57.8,8.9,230,1,15,508,0,3040,0,0,549.3,3,85,7.5,6.6,6.7,7.5,551.8,1,0,5,7,-1.2,2,10.7,0,0,4,0.8,1,42,B
320,0,6.1,0.8,0,0,14.1,3,0,0,0,3.9,807,14.5,10.9,11.9,-1.1,85,790,14.5,34.9,2,57,12.2,230,1,15,508,0,3040,0,0,719.5,1,85,4.9,4.1,4.1,4.9,718.3,1,0,5,5,-0.5,2,3.8,5,0,4,8,1,43,B
332.8,0,7.1,2.3,0,0,14.5,3,0,0,0,4.7,779,16,10.9,12.2,-0.4,85,770,16.4,37.6,2,56.6,12.2,230,1,15,508,0,3040,0,0,579.3,1,85,3.9,3.4,3.4,3.9,578.8,1,0,5,3,-0.3,2,7,0,0,0,0.6,1,44,B
345.6,0,7.1,2.3,0,0,14.5,3,0,0,0,4.7,772,16.8,10.9,14.2,-0.4,85,760,16.8,38.8,2,56.6,14.1,230,1,15,508,0,3040,0,0,389.5,1,85,2.6,1.9,1.8,2.6,387.5,1,0,5,2,-0.6,2,10.6,0,0,4,2.3,1,45,B
320,0,6.1,2.3,0,0,14.1,3,0,0,0,4.7,728,16,10.9,12.4,-2.6,85,700,16,38.4,2,55.9,12.6,230,1,15,508,0,3040,0,0,80,1,85,0.6,0,0,0.6,79.3,1,0,5,0,-0.6,2,11.6,0,0,0,5.8,1,46,B
268.8,0,6.1,2.3,0,0,13.7,3,0,0,0,4.7,636,16,10.9,11.1,-0.4,85,630,16,37.6,2,55.1,11.6,230,1,15,508,0,3040,0,0,0,1,85,0,0,0,0,0,1,0,5,0,-0.1,2,9.7,0,0,0,5.8,1,47,B
268.8,0,5.7,2.3,0,0,13.7,3,0,0,0,4.7,625,16,10.2,12.9,-1.1,85,630,16,38,2,55.1,13.1,230,1,15,508,0,3040,0,0,0,1,85,0,0,0,0,0,1,0,5,0,-0.1,2,9.7,0,0,0,6.1,1,48,B
268.8,0,5.7,2.3,0,0,13.7,3,0,0,0,4.7,623,16,10.2,11.9,-0.8,86,630,16,38,2,55.1,12.5,230,1,15,508,0,3040,0,0,0,1,85,0,0,0,0,0,1,0,5,0,-0.1,2,9.7,0,0,0,5.9,1,49,B
256,0,6.1,2.3,0,0,13.7,3,0,0,0,4.7,624,16,10.2,12.8,-0.8,86,630,16,38,2,55.1,12.8,230,1,15,508,0,3040,0,0,0,1,85,0,0,0,0,0,1,0,5,0,-0.1,2,5.5,0,0,0,5.8,1,50,B
268.8,0,5.7,2.3,0,0,13.7,3,0,0,0,4.7,626,16,10.2,13,-0.8,86,630,16,38,2,55.1,13,230,1,15,508,0,3040,0,0,0,1,85,0.1,0,0,0,0,1,0,5,0,-0.1,2,4.7,0,0,0,5.9,1,51,B
256,0,6.1,2.3,0,0,13.7,3,0,0,0,4.7,625,16,10.2,13.5,-0.8,86,630,16,37.6,2,55.1,13.6,230,1,15,508,0,3040,0,0,0,1,85,0,0,0,0,0,1,0,5,0,-0.1,2,4.8,0,0,0,5.9,1,52,B
268.8,0,5.7,2.3,0,0,13.7,3,0,0,0,4.7,631,16,10.2,12.4,-1.1,86,630,16,38,2,55.1,12.6,230,1,15,508,0,3040,0,0,0,1,85,0,0,0,0,0,1,0,5,0,-0.1,2,4.8,0,0,0,6.2,1,53,B
268.8,0,5.7,2.3,0,0,13.7,3,0,0,0,4.7,627,16,10.2,11.2,-0.8,86,630,16,38,2,55.1,11.3,230,1,15,508,0,3040,0,0,0,1,85,0,0,0,0,0,1,0,5,0,-0.1,2,4.8,0,0,0,6.2,1,54,B
268.8,0,5.7,2.3,0,0,13.7,3,0,0,0,4.7,629,16,10.2,12.8,-0.8,86,630,16,37.6,2,55.1,13.1,230,1,15,508,0,3040,0,0,0,1,85,0,0,0,0,0,1,0,5,0,-0.1,2,4.8,0,0,0,5.9,1,55,B
268.8,0,5.7,3.1,0,0,13.7,3,0,0,0,4.7,630,16,10.2,12.6,-0.8,86,630,16,37.6,2,55.1,12.9,230,1,15,508,0,3040,0,0,0,1,85,0,0,0,0,0,1,0,5,0,-0.1,2,4.8,0,0,0,6.2,1,56,B
256,0,5.7,2.3,0,0,13.7,3,0,0,0,4.7,630,16,10.2,12.7,-0.8,86,630,16,37.6,2,55.1,13,230,1,15,508,0,3040,0,0,0,1,85,0,0,0,0,0,1,0,5,0,-0.1,2,4.8,0,0,0,6,1,57,B
268.8,0,5.7,1.6,0,0,13.7,3,0,0,0,4.7,629,16,10.2,12.4,-0.8,86,630,16,37.6,2,55.1,12.5,230,1,15,508,0,3040,0,0,0,1,85,0,0,0,0,0,1,0,5,0,-0.1,2,4.8,0,0,0,6.2,1,58,B
268.8,0,6.1,0.8,0,0,13.7,3,0,0,0,4.7,625,16,10.2,13.3,-0.4,87,630,16,37.6,2,54.7,13.2,230,1,15,508,0,3040,0,0,0,1,85,0,0,0,0,0,1,0,5,0,-0.1,2,4.8,0,0,0,6,1,59,B
256,0,5.7,0.8,0,0,13.7,3,0,0,0,4.7,628,16,10.2,12.3,-0.8,87,630,16,37.6,2,55.1,12.6,230,1,15,508,0,3040,0,0,0,1,85,0,0,0,0,0,1,0,5,0,-0.1,2,4.8,0,0,0,6.2,1,60,B
256,0,5.7,0.8,0,0,13.7,3,0,0,0,4.7,626,16,10.2,12.7,-0.4,87,630,16,37.6,2,54.7,13.1,230,1,15,508,0,3040,0,0,0,1,85,0,0,0,0,0,1,0,5,0,-0.1,2,4.8,0,0,0,6.2,1,61,B
256,0,5.7,0,0,0,13.7,3,0,0,0,4.7,628,16,10.2,11.5,-0.8,87,630,16,38,2,55.1,12.1,230,1,15,508,0,3040,0,0,0,1,85,0,0,0,0,0,1,0,5,0,-0.1,2,4.8,0,0,0,6.2,1,62,B
268.8,0,5.7,0,0,0,13.7,3,0,0,0,4.7,629,16,10.2,14.2,-0.8,87,630,16,37.6,2,54.7,14.4,230,1,15,508,0,3040,0,0,0,1,85,0,0,0,0,0,1,0,5,0,-0.1,2,4.8,0,0,0,6.2,1,63,B
256,0,5.7,0,0,0,13.7,3,0,0,0,4.7,627,16,10.2,13.2,-0.4,87,630,16,37.6,2,54.7,13.1,230,1,15,508,0,3040,0,0,0,1,85,0,0,0,0,0,1,0,5,0,-0.1,2,4.8,0,0,0,6,1,64,B
256,0,6.1,0,0,0,13.7,3,0,0,0,4.7,628,16,10.2,12.6,-0.8,87,630,16,37.6,2,54.7,12.7,230,1,15,508,0,3040,0,0,0,1,85,0,0,0,0,0,1,0,5,0,-0.1,2,4.8,0,0,0,6.2,1,65,B
256,0,5.7,0,0,0,13.7,3,0,0,0,4.7,629,16,10.2,13.1,-0.8,87,630,16,37.6,2,54.7,12.5,230,1,15,508,0,3040,0,0,0,1,85,0,0,0,0,0,1,0,5,0,-0.1,2,4.8,0,0,0,6.2,1,66,B
256,0,5.7,-0.8,0,0,13.7,3,0,0,0,4.7,628,16,10.2,12.2,-0.8,87,630,16,37.6,2,54.7,12.5,230,1,15,508,0,3040,0,0,0,1,85,0,0,0,0,0,1,0,5,0,-0.1,2,4.8,0,0,0,6.3,1,67,B
256,0,5.7,-0.8,0,0,13.7,3,0,0,0,4.7,629,15.6,10.2,12.5,-0.8,87,630,16,37.6,2,54.7,12.5,230,1,15,508,0,3040,0,0,0,1,85,0,0,0,0,0,1,0,5,0,-0.1,2,4.8,0,0,0,6.5,1,68,B
243.2,0,5.7,-1.6,0,0,13.7,3,0,0,0,4.7,625,16,10.2,12.8,-0.4,88,630,16,37.6,2,54.7,13.2,230,1,15,508,0,3040,0,0,0,1,85,0,0,0,0,0,1,0,5,0,-0.1,2,6.7,0,0,0,6.9,1,69,B
256,0,5.7,-1.6,0,0,13.7,3,0,0,0,4.7,630,16,10.2,12.4,-0.8,88,630,15.6,37.6,2,54.7,12.7,230,1,15,508,0,3040,0,0,0,1,85,0,0,0,0,0,1,0,5,0,-0.1,2,8.9,0,0,0,7.3,1,70,B
243.2,0,5.7,-1.6,0,0,13.7,3,0,0,0,4.7,628,16,10.2,13.5,-0.4,88,630,16,37.6,2,54.7,13.8,230,1,15,508,0,3040,0,0,0,1,85,0,0,0,0,0,1,0,5,0,-0.1,2,8.8,0,0,0,7.3,1,71,B
256,0,5.7,-1.6,0,0,13.7,3,0,0,0,4.7,626,16,9.8,14,-0.8,88,630,16,37.6,2,54.7,13.9,230,1,15,508,0,3040,0,0,0,1,85,0,0,0,0,0,1,0,5,0,-0.1,2,8.8,0,0,0,7.4,1,72,B
243.2,0,5.7,-2.3,0,0,13.7,3,0,0,0,4.7,626,16,9.8,12.6,-0.4,89,630,16,37.6,2,54.7,13.1,230,1,15,508,0,3040,0,0,0,1,85,0,0,0,0,0,1,0,5,0,-0.1,2,8.8,0,0,0,7.6,1,73,B
256,0,6.1,-2.3,0,0,13.7,3,0,0,0,4.7,626,16,10.2,12.6,-0.4,89,630,16,38,2,54.7,12.5,230,1,15,508,0,3040,0,0,0,1,85,0,0,0,0,0,1,0,5,0,-0.1,2,8.8,0,0,0,7.6,1,74,B
243.2,0,5.7,-2.3,0,0,13.7,3,0,0,0,4.7,632,15.6,10.2,13.1,-0.8,89,630,16,37.6,2,54.7,13.4,230,1,15,508,0,3040,0,0,0,1,85,0,0,0,0,0,1,0,5,0,-0.1,2,8.8,0,0,0,7.6,1,75,B
243.2,0,6.1,-2.3,0,0,13.7,3,0,0,0,4.7,630,16,10.2,13.9,-0.4,89,630,16,37.3,2,54.7,14,230,1,15,508,0,3040,0,0,0,1,85,0,0,0,0,0,1,0,5,0,-0.1,2,5.6,0,0,0,9.5,1,76,B
243.2,0,5.7,-2.3,0,0,13.7,3,0,0,0,4.7,627,16,10.2,13.8,-0.4,89,630,16,37.6,2,54.7,14.2,230,1,15,508,0,3040,0,0,0,1,85,0,0,0,0,0,1,0,5,0,-0.1,2,5.8,0,0,28,46.6,1,77,B
256,0,6.1,-2.3,0,0,14.1,3,0,0,0,4.7,618,17.2,10.2,14.7,0.8,89,630,17.2,39.6,2,54.7,15.1,230,1,15,508,0,3040,0,0,0,1,85,0,0,0,0,0,1,0,5,0,-0.1,2,5.9,0,0,180,231.1,1,78,B
268.8,0,6.1,-1.6,0,0,14.1,3,0,0,0,4.7,629,17.2,10.9,14.4,-1.1,89,630,17.2,40.4,2,54.7,14.3,230,1,15,508,0,3040,0,0,0,1,85,0,0,0,0.1,0,1,0,5,0,-0.1,2,6,0,0,44,276.8,1,79,B
256,0,6.1,-1.6,0,0,14.1,3,0,0,0,4.7,629,17.6,10.9,15.5,-0.8,89,630,17.6,40.8,2,54.7,15.7,230,1,15,508,0,3040,0,0,0,1,85,0,0,0,0,0,1,0,5,0,-0.1,1,2.8,0,0,136,420.5,1,80,B
294.4,0,6.6,-1.6,0,0,14.1,3,0,0,0,4.7,686,16.8,10.9,9.4,-2.6,89,680,16.8,40.8,2,55.1,9.5,230,1,15,508,0,3040,0,0,43.3,1,85,0.3,0,0,0,44,1,0,5,0,-0.1,1,0.9,0,0,36,455,1,81,B
320,0,6.6,-1.6,0,0,14.1,3,0,0,0,4.7,741,16,10.2,11.5,-1.9,90,730,16,38.8,2,55.5,11.8,230,1,15,508,0,3040,0,0,85.3,1,85,0.4,0,0,0.4,86.5,1,0,5,0,0,1,0.9,0,0.1,48,399.9,1,82,B
294.4,0,6.1,-0.8,0,0,14.1,3,0,0,0,4.7,718,15.6,10.2,13.9,-1.1,90,700,15.6,38,2,55.1,14.2,230,1,15,508,0,3040,0,0,170.5,1,85,0.9,0.1,0.1,0.8,171.3,1,0,5,0,-0.1,2,2.9,0,0,144,244,1,83,B
256,0,6.1,-1.6,0,0,13.7,3,0,0,0,4.7,628,16.8,10.2,13.9,1.9,90,630,16.8,38,2,54.7,14,230,1,15,508,0,3040,0,0,106.3,1,85,0.8,0.1,0.1,0.6,108.3,1,0,5,0,-0.5,2,8.9,0,0,136,118.3,1,84,B
256,0,5.7,-1.6,0,0,13.7,3,0,0,0,4.7,636,15.6,10.2,13.2,-1.9,90,630,15.6,38,2,54.7,13.5,230,1,15,508,0,3040,0,0,0,1,85,0.1,0,0,0.1,0,1,0,5,0,-0.1,2,11.3,0,0,36,113.3,1,85,B
