Fuel_consumption,Accelerator_Pedal_value,Throttle_position_signal,Short_Term_Fuel_Trim_Bank1,Intake_air_pressure,Filtered_Accelerator_Pedal_value,Absolute_throttle_position,Engine_soacking_time,Inhibition_of_engine_fuel_cut_off,Engine_in_fuel_cut_off,Fuel_Pressure,Long_Term_Fuel_Trim_Bank1,Engine_speed,Engine_torque_after_correction,Torque_of_friction,Flywheel_torque_(after_torque_interventions),Current_spark_timing,Engine_coolant_temperature,Engine_Idel_Target_Speed,Engine_torque,Calculated_LOAD_value,Minimum_indicated_engine_torque,Maximum_indicated_engine_torque,Flywheel_torque,Torque_scaling_factor(standardization),Standard_Torque_Ratio,Requested_spark_retard_angle_from_TCU,TCU_requests_engine_torque_limit_(ETL),TCU_requested_engine_RPM_increase,Target_engine_speed_used_in_lock-up_module,Glow_plug_control_request,Activation_of_Air_compressor,Torque_converter_speed,Current_Gear,Transmission_oil_temperature,Wheel_velocity_front_left-hand,Wheel_velocity_rear_right-hand,Wheel_velocity_front_right-hand,Wheel_velocity_rear_left-hand,Torque_converter_turbine_speed_-_Unfiltered,Clutch_operation_acknowledge,Converter_clutch,Gear_Selection,Vehicle_speed,Acceleration_speed_-_Longitudinal,Indication_of_brake_switch_ON/OFF,Master_cylinder_pressure,Calculated_road_gradient,Acceleration_speed_-_Lateral,Steering_wheel_speed,Steering_wheel_angle,Trip,Time(s),Driver
345.6,0,7.5,0,0,0,15.3,4,0,0,0,2.3,658,20.7,19.9,1.1,-2.3,92,670,20.7,49.8,2,53.1,1.5,230,1,15,508,0,3040,0,1,635.8,0,89,0,0,0,0,636.3,1,0,0,0,-0.2,2,50.7,0,-0.1,0,-17.3,1,11,H
345.6,0,7.5,0,0,0,15.3,4,0,0,0,2.3,661,20.3,19.5,1.1,-3.8,91,670,20.3,49.8,2,53.1,1.3,230,1,15,508,0,3040,0,1,639.3,0,89,0,0,0,0,639.8,1,0,0,0,-0.2,2,50.7,0,-0.1,0,-17.2,1,12,H
345.6,0,7.1,0,0,0,14.9,4,0,0,0,2.3,660,19.9,18.8,1.6,-3.4,91,670,20.3,49,2,53.1,2.1,230,1,15,508,0,3040,0,1,638,0,89,0,0,0,0,638.5,1,0,0,0,-0.2,2,50.6,0,-0.1,0,-17.2,1,13,H
332.8,0,7.1,0,0,0,14.9,4,0,0,0,2.3,656,20.3,18.4,3.2,-0.8,91,670,20.3,47.5,2,53.1,3.2,230,1,15,508,0,3040,0,1,633,0,89,0,0,0,0,633.5,1,0,0,0,-0.2,2,50.6,0,-0.1,0,-17.4,1,14,H
332.8,0,7.1,1.6,0,0,14.9,4,0,0,0,2.3,656,20.3,18,4.4,0,91,670,20.3,47.1,2,53.1,4.4,230,1,15,508,0,3040,0,1,633.8,0,89,0,0,0,0,634.5,1,0,0,0,-0.2,2,50.5,0,-0.1,0,-17.3,1,15,H
345.6,0,7.1,1.6,0,0,14.9,4,0,0,0,2.3,662,20.3,18.4,4.3,-1.1,90,670,20.3,47.8,2,53.1,4.4,230,1,15,508,0,3040,0,1,639.5,0,89,0,0,0,0,640.3,1,0,0,0,-0.2,2,50.4,0,-0.1,0,-17.3,1,16,H
345.6,0,7.1,2.3,0,0,15.3,4,0,0,0,2.3,671,20.3,18.8,3.2,-2.3,90,670,20.3,48.2,2,53.1,3.3,230,1,15,508,0,3040,0,1,648.5,0,89,0,0,0,0,649,1,0,0,0,-0.2,2,50.4,0,-0.1,0,-17.3,1,17,H
345.6,0,7.5,2.3,0,0,15.3,4,0,0,0,2.3,673,20.3,18.8,2.1,-2.3,90,670,20.3,47.8,2,53.1,2.3,230,1,15,508,0,3040,0,1,651.5,0,89,0,0,0,0,652,1,0,0,0,-0.2,2,50.4,0,-0.1,0,-17.3,1,18,H
345.6,0,7.1,2.3,0,0,14.9,4,0,0,0,2.3,671,20.3,18.8,3.5,-1.9,90,670,20.3,47.8,2,53.1,3.7,230,1,15,508,0,3040,0,1,650.3,0,89,0,0,0,0,650.8,1,0,0,0,-0.2,2,50.4,0,-0.1,0,-17.2,1,19,H
358.4,0,7.1,2.3,0,0,14.9,4,0,0,0,2.3,673,19.9,18.8,1.8,-2.3,90,670,20.3,47.8,2,53.1,2.1,230,1,15,508,0,3040,0,1,651.3,0,89,0,0,0,0,651.8,1,0,0,0,-0.2,2,50.4,0,-0.1,0,-17.3,1,20,H
345.6,0,7.1,2.3,0,0,14.9,4,0,0,0,2.3,672,20.3,18.8,2.6,-2.3,90,670,20.3,47.5,2,53.1,3.1,230,1,15,508,0,3040,0,1,650,0,89,0,0,0,0,650.5,1,0,0,0,-0.2,2,50.4,0,-0.1,0,-17.2,1,21,H
332.8,0,7.1,3.1,0,0,14.9,4,0,0,0,2.3,669,19.9,18.8,3.8,-1.9,90,670,19.9,47.5,2,53.1,3.7,230,1,15,508,0,3040,0,1,648,0,89,0,0,0,0,648.5,1,0,0,0,-0.2,2,50.4,0,-0.1,0,-17.1,1,22,H
128,0,7.1,3.9,0,0,14.9,4,0,0,0,2.3,667,19.9,18.8,4.1,-1.9,90,670,19.9,47.5,2,53.1,4.5,230,1,15,508,0,3040,0,1,645.5,0,89,0,0,0,0,645.8,1,0,0,0,-0.2,2,50.3,0,-0.1,0,-17.2,1,23,H
345.6,0,7.1,3.9,0,0,14.9,4,0,0,0,2.3,667,19.9,18.8,3.1,-2.3,90,670,19.9,47.8,2,53.1,3.3,230,1,15,508,0,3040,0,1,644.8,0,89,0,0,0,0,645.3,1,0,0,0,-0.2,2,50.2,0,-0.1,0,-17.4,1,24,H
332.8,0,7.1,3.9,0,0,14.9,4,0,0,0,2.3,667,19.9,18.4,3.3,-1.9,90,670,19.9,47.1,2,53.1,3.7,230,1,15,508,0,3040,0,1,645.5,0,89,0,0,0,0,646,1,0,0,0,-0.2,2,50.1,0,-0.1,0,-17.3,1,25,H
332.8,0,7.1,3.9,0,0,14.9,4,0,0,0,2.3,669,19.9,18,3.5,-2.3,90,670,19.9,47.1,2,53.1,3.5,230,1,15,508,0,3040,0,1,648,0,89,0,0,0,0,648.5,1,0,0,0,-0.2,2,50,0,-0.1,0,-17.2,1,26,H
345.6,0,7.1,3.9,0,0,14.9,4,0,0,0,2.3,669,19.9,18,2.8,-1.9,90,670,19.9,46.7,2,53.1,2.9,230,1,15,508,0,3040,0,1,647.3,0,89,0,0,0,0,647.8,1,0,0,0,-0.2,2,49.8,0,-0.1,0,-17.3,1,27,H
332.8,0,7.1,3.9,0,0,14.9,4,0,0,0,2.3,668,19.9,18,3.2,-2.3,90,670,19.9,46.7,2,53.1,3.8,230,1,15,508,0,3040,0,1,646.3,0,89,0,0,0,0,646.8,1,0,0,0,-0.2,2,49.8,0,-0.1,0,-17.3,1,28,H
332.8,0,7.1,3.9,0,0,14.9,4,0,0,0,2.3,667,19.5,18,3.8,-2.3,90,670,19.9,46.7,2,53.1,4.2,230,1,15,508,0,3040,0,1,645.3,0,89,0,0,0,0,645.8,1,0,0,0,-0.2,2,49.8,0,-0.1,0,-17.3,1,29,H
345.6,0,7.1,3.9,0,0,14.9,4,0,0,0,2.3,668,19.5,18,4.2,-2.3,90,670,19.5,46.7,2,53.1,4.3,230,1,15,508,0,3040,0,1,646.3,0,89,0,0,0,0,646.8,1,0,0,0,-0.2,2,49.8,0,-0.1,0,-17.1,1,30,H
332.8,0,7.1,3.9,0,0,14.9,4,0,0,0,2.3,667,19.5,18,3.6,-2.3,90,670,19.5,46.7,2,53.1,3.9,230,1,15,508,0,3040,0,1,644.8,0,89,0,0,0,0,645.3,1,0,0,0,-0.2,2,49.8,0,-0.1,0,-17.3,1,31,H
332.8,0,7.1,3.9,0,0,14.9,4,0,0,0,2.3,667,19.5,18,4.3,-2.3,90,670,19.5,46.7,2,53.1,4.5,230,1,15,508,0,3040,0,1,645,0,89,0,0,0,0,645.3,1,0,0,0,-0.2,2,49.8,0,-0.1,0,-17.2,1,32,H
332.8,0,7.1,3.1,0,0,14.9,4,0,0,0,2.3,668,19.5,18,4.2,-2.3,90,670,19.5,46.7,2,53.1,4.2,230,1,15,508,0,3040,0,1,645.5,0,89,0,0,0,0,646,1,0,0,0,-0.2,2,50.8,0,-0.1,0,-15.7,1,33,H
345.6,0,7.1,2.3,0,0,14.9,4,0,0,0,2.3,667,19.5,17.6,3.4,-2.3,90,670,19.5,46.7,2,53.1,3.7,230,1,15,508,0,3040,0,1,644.5,0,89,0,0,0,0,645,1,0,0,0,-0.2,2,57.3,0,-0.1,0,-15.8,1,34,H
332.8,0,7.1,3.1,0,0,14.9,4,0,0,0,2.3,667,19.5,18,4.5,-2.3,90,670,19.9,46.7,2,53.1,4.6,230,1,15,508,0,3040,0,1,645.5,0,89,0,0,0,0,645.8,1,0,0,0,-0.2,2,56.9,0,-0.1,0,-16.3,1,35,H
332.8,0,7.1,3.1,0,0,14.9,4,0,0,0,2.3,667,19.9,18,3.9,-2.3,90,670,19.9,46.7,2,53.5,4.4,230,1,15,508,0,3040,0,1,646,0,89,0,0,0,0,646.5,1,0,0,0,-0.2,2,55.1,0,-0.1,0,-16.3,1,36,H
332.8,0,7.1,3.1,0,0,14.9,4,0,0,0,2.3,669,19.5,18,4.9,-2.3,90,670,19.5,46.7,2,53.5,5.2,230,1,15,508,0,3040,0,1,648.5,0,89,0,0,0,0,649,1,0,0,0,-0.2,2,56.6,0,-0.1,0,-16.5,1,37,H
345.6,0,7.1,2.3,0,0,14.9,4,0,0,0,2.3,667,19.5,18,5.2,-2.3,90,670,19.9,46.7,2,53.5,5.4,230,1,15,508,0,3040,0,1,646.3,14,89,0,0,0,0,646.8,1,0,7,0,-0.2,2,60.7,0,-0.1,0,-16.3,1,38,H
371.2,0,8.5,2.3,0,0,15.7,4,0,0,0,2.3,682,21.9,18.4,10.3,-3,89,670,21.9,51.4,2,53.5,10.6,230,1,15,508,0,3040,0,1,452,14,89,0,0,0,0,450.8,1,0,7,0,-0.2,2,56.6,0,-0.1,0,-16.4,1,39,H
422.4,0,8.5,1.6,0,0,16.1,4,0,0,0,2.3,684,23.4,19.1,8.5,-3.8,89,670,23.8,55.3,2,53.5,8.7,230,1,15,508,0,3040,0,1,0,14,89,0,0,0,0,0,1,0,7,0,-0.2,2,49.9,0,-0.1,0,-15.2,1,40,H
409.6,0,8.5,2.3,0,0,15.7,4,0,0,0,2.3,680,23.4,19.1,8.9,-4.9,88,670,23.4,56.1,2,53.5,9.5,230,1,15,508,0,3040,0,1,0,14,89,0,0,0,0,0,1,0,7,0,-0.2,1,32.7,0,-0.1,0,-13.8,1,41,H
409.6,0,8.5,1.6,0,0,15.7,4,0,0,0,2.3,708,25,19.1,15.6,0.4,88,710,25,55.3,2,53.9,15.6,230,1,15,508,0,3040,0,1,0,14,89,0,0,0,0,0,1,0,7,0,-0.3,1,0.9,0,-0.1,0,-9.2,1,42,H
627.2,0,11.8,1.6,11,0,18,4,0,0,0,2.3,883,30.1,18.8,17,-2.6,88,770,29.3,66.3,2,57,18.8,230,1,15,508,0,3040,0,1,61.3,14,89,0.3,0,0,0.5,63.3,1,0,7,0,-0.6,1,0.9,0,-0.1,0,-7.7,1,43,H
601.6,0,12.2,-0.8,4,0,18,4,0,0,0,2.3,917,32,18.8,50,5.6,87,810,31.6,61.2,2,57.4,50.3,230,1,15,508,0,3040,0,1,256.3,14,89,2,1.3,1.3,2,258.5,1,0,7,1,-0.7,1,0.9,0,-0.2,196,224.5,1,44,H
755.2,0,10.4,-0.8,1,0,17.6,4,0,0,0,2.3,1094,30.1,18.8,14.7,11.3,87,840,29.7,57.6,2,61.3,15.3,230,1,15,508,0,3040,0,1,528.5,14,89,4.3,3.7,4.2,3.9,531.3,1,0,7,4,-0.8,1,0.9,0,-0.3,232,447.9,1,45,H
537.6,0,10.4,0.8,0,0,17.3,4,0,0,0,2.3,855,27.3,18.8,17.4,0,87,860,27.7,60,2,56.3,17.2,230,1,15,508,0,3040,0,1,623,14,89,4.6,4.1,6,3.6,624,1,0,7,5,-0.3,1,0.9,0,0.2,100,527.6,1,46,H
524.8,0,9.4,-1.6,0,0,16.9,4,0,0,0,2.3,875,25.4,18.4,13.5,-1.1,87,860,25.4,56.5,2,57,13.6,230,1,15,508,0,3040,0,1,647.8,14,89,4.9,4.1,6,3.6,648.3,1,0,7,6,-0.3,2,2.2,0,0.5,16,506.5,1,47,H
473.6,0,9.4,-3.1,0,0,16.5,4,0,0,0,2.3,810,25.4,18.4,16.1,2.3,87,790,25.8,55.7,2,55.1,16,230,1,15,508,0,3040,0,1,377.3,14,89,2.9,2.6,2.9,2.3,373.8,1,0,7,3,0.7,2,10.8,0,0.6,0,503.7,1,48,H
460.8,0,8.9,-1.6,0,0,16.5,4,0,0,0,2.3,774,25.4,19.1,11.4,0,87,740,25.8,57.3,2,54.7,11.7,230,1,15,508,0,3040,0,1,107.8,0,89,0.9,0.2,0.4,0.8,107.8,1,0,6,0,0.4,2,12.5,0,0.3,24,527.7,1,49,H
422.4,0,8,-1.6,0,0,15.7,4,0,0,0,2.3,708,21.5,19.9,2.9,-7.1,87,680,21.5,56.1,2,53.9,1.2,230,1,15,508,0,3040,0,1,391.5,1,89,0.1,0,0,0.1,400,1,0,5,0,0,1,7.5,0,0.1,28,452.6,1,50,H
409.6,0,8.5,-3.1,0,0,15.7,4,0,0,0,2.3,712,25,19.9,12.9,-0.4,87,710,25,55.3,2,53.9,13.3,230,1,15,508,0,3040,0,1,241.5,1,89,0.6,0.1,0.1,0.4,239.3,1,0,5,0,0.4,1,0.9,3.5,0.1,308,118.9,1,51,H
460.8,0,9.4,-2.3,0,0,16.5,4,0,0,0,2.3,750,26.2,19.9,17.7,0.4,87,760,26.6,57.3,2,54.3,17.9,230,1,15,508,0,3040,0,1,359.3,1,89,2.3,1.8,1.9,2.4,361.8,1,0,5,2,0.3,1,0.9,0,-0.2,336,-207.2,1,52,H
883.2,0,15,-2.3,25,0,20,4,0,0,0,2.3,1214,39.1,19.1,48.8,6.4,87,790,38.3,68.6,2,62.5,48.3,230,1,15,508,0,3040,0,1,700.3,1,89,5,3,3.4,4.8,706.5,1,0,5,4,1,1,0.9,0,-0.5,84,-254.4,1,53,H
102.4,0,9.4,-3.1,13,0,16.9,4,0,0,0,2.3,1225,20.7,18.8,7.1,28.9,87,820,20.7,41.2,2.3,64.1,7.1,230,1,15,508,0,3040,0,1,1205,1,89,9.9,7.7,7.8,9.6,1204,1,0,5,8,-0.1,1,0.9,0,-0.3,40,-89.2,1,54,H
550.4,0,9.9,-2.3,17,0,16.9,4,0,0,0,2.3,1379,24.2,18.8,9.4,30,87,830,24.2,36.1,2,66,9.5,230,1,15,508,0,3040,0,1,1337.3,1,89,10,8.1,8.1,9.9,1340,1,0,5,9,-0.1,1,0.9,0,-0.1,64,-23.8,1,55,H
576,0,9.9,-1.6,17,0,17.3,4,0,0,0,2.3,1515,23,18.8,7.5,36.8,87,830,22.7,32.5,2,68.8,7.5,230,1,15,508,0,3040,0,1,1474.5,1,89,10.1,9.6,9.7,10,1475.8,1,0,5,9,0,1,0.9,0,0,68,45.7,1,56,H
588.8,0,10.4,2.3,17,0,17.3,4,0,0,0,2.3,1578,21.9,18.8,7.8,39.4,87,840,21.9,31,2,70.3,7.8,230,1,15,508,0,3040,0,1,1538.8,1,89,10.4,10,10,10.4,1539.8,1,0,5,10,0,1,0.9,0,0,32,66.4,1,57,H
716.8,0,10.4,2.3,16,0,17.6,4,0,0,0,2.3,1656,23.4,18.8,-4.9,29.3,86,840,23,34.5,2,72.3,-5.7,230,1,15,508,0,3040,0,1,1604.3,1,89,10.6,10.1,10.2,10.5,1605,1,0,5,11,0.1,1,1,0,0.6,104,176.5,1,58,H
614.4,0,10.8,1.6,15,0,17.3,4,0,0,0,2.3,1506,22.3,18.8,29.9,22.1,86,850,22.3,34.1,2,68.4,29.9,230,1,15,508,0,3040,0,1,1477.8,1,89,10.3,10.1,10.3,9.9,1479.3,1,0,5,11,-0.3,1,1,0,0.9,88,259.5,1,59,H
908.8,0,11.8,-0.8,18,0,18.4,4,0,0,0,2.3,1812,28.1,18.8,-4.9,33,86,850,28.1,40.8,2,75,-5.5,230,1,15,508,0,3040,0,1,1733.5,1,89,11,11.7,12.1,10.5,1735,1,0,5,12,0.1,1,1,0,1.1,24,258.9,1,60,H
537.6,0,9.4,2.3,0,0,16.5,4,0,0,0,2.3,1406,20.7,18.4,26.8,26.3,86,850,20.3,32.5,2,67.6,26.7,230,1,15,508,0,3040,0,1,1358.8,1,89,11.4,12,12.1,10.9,1352.5,1,0,5,12,-0.2,1,1,0,1,36,217.9,1,61,H
691.2,0,10.8,0.8,13,0,17.6,4,0,0,0,2.3,1288,28.9,18,24.4,23.3,85,850,28.9,45.1,2.3,64.8,24.4,230,1,15,508,0,3040,0,1,1151.3,2,89,12.1,12.1,12.1,11.8,1152.5,1,0,5,13,0.1,1,1,0,0.6,84,124.4,1,62,H
691.2,0,11.3,-1.6,15,0,18,4,0,0,0,2.3,1353,29.3,18.8,23.2,27.8,85,860,29.3,44.7,2.3,66,23.2,230,1,15,508,0,3040,0,1,1235.8,2,89,13.4,13.1,13.6,13.3,1237,1,0,5,13,0.2,1,1,0,0.1,88,35,1,63,H
883.2,0,12.7,-2.3,22,0,18.8,4,0,0,0,2.3,1496,32.4,18.4,19.4,21.4,85,880,32.4,50.2,2,68.4,18.9,230,1,15,508,0,3040,0,1,1342.8,2,89,14.9,14.1,14.1,14.8,1344.3,1,0,5,14,0.4,1,0.9,0,0,24,8.7,1,64,H
537.6,0,8.5,1.6,0,0,15.7,4,0,0,0,2.3,1409,19.1,18.8,-2.8,19.9,85,900,19.1,30.6,2.3,66.8,-2.8,230,1,15,508,0,3040,0,1,1409.5,2,89,15.8,14.3,14.4,15.8,1410,1,0,5,15,-0.1,1,1,0,-0.2,16,-5.9,1,65,H
550.4,0,10.4,0.8,15,0,17.3,4,0,0,0,2.3,1418,22.7,18.8,19.9,28.1,84,910,22.3,33.3,2.3,66.8,19.8,230,1,15,508,0,3040,0,1,1388.8,2,89,15.4,14.1,14.1,15.3,1389.3,1,0,5,14,-0.1,1,0.9,0,-0.2,20,-9.1,1,66,H
665.6,0,10.8,-2.3,17,0,17.6,4,0,0,0,2.3,1486,26.6,18.8,17.3,31.1,84,910,26.6,38,2,68,17.3,230,1,15,508,0,3040,0,1,1412,2,89,15.8,14.2,14.1,15.8,1413.3,0,1,5,15,0.1,1,0.9,0,-0.5,24,-21.8,1,67,H
652.8,0,10.4,1.6,13,0,17.3,4,0,0,0,2.3,1529,24.2,18.4,-0.1,30.4,84,920,24.2,35.3,2,69.1,-0.4,230,1,15,508,0,3040,0,1,1464.5,2,89,16.4,15.7,15.8,16.3,1465.3,1,0,5,15,0.1,1,0.9,0,-0.3,8,-7.2,1,68,H
473.6,0,8,2.3,0,0,15.7,4,0,0,0,2.3,1394,14.5,18.8,-12.6,10.1,84,930,14.5,28.2,2,66.8,-12.6,230,1,15,508,0,3040,0,1,1462.8,2,89,16.4,15.7,15.8,16.4,1462.8,1,0,5,15,-0.3,1,0.9,0,-0.4,24,-20.2,1,69,H
384,0,7.5,1.6,0,0,15.3,4,0,0,0,2.3,1198,12.9,18,-13.7,6,84,910,12.9,26.7,2.3,63.7,-14,230,1,15,508,0,3040,0,1,1390.8,2,89,15.5,14.1,14.1,15.4,1390.3,1,0,5,14,-0.4,1,0.9,-0.5,-0.3,12,-9.4,1,70,H
345.6,0,7.1,2.3,0,0,14.9,4,0,0,0,2.3,1132,11.7,18,-13,3,84,900,11.7,26.3,2.3,62.9,-12.9,230,1,15,508,0,3040,0,1,1303,2,89,14.5,13.9,13.9,14.4,1302.5,1,0,5,13,-0.3,1,0.9,0,-0.3,0,-2.5,1,71,H
320,0,7.5,3.1,0,0,14.9,4,0,0,0,2.3,1036,14.5,17.6,12.2,7.5,84,880,14.5,27.8,2.3,60.9,11.5,230,1,15,508,0,3040,0,1,1220,2,89,13.5,12.2,12.2,13.4,1219.8,1,0,5,13,-0.4,1,0.9,0,-0.1,8,18.6,1,72,H
499.2,0,8.5,1.6,7,0,16.1,4,0,0,0,2.3,1259,20.7,17.2,-6.9,19.1,84,860,20.7,32.9,2.3,64.5,-7.3,230,1,15,508,0,3040,0,1,1189.3,2,89,13,12.1,12.1,12.9,1189.8,1,0,5,13,0,1,0.9,0,0.3,56,73.5,1,73,H
307.2,0,7.1,4.7,0,0,14.5,4,0,0,0,2.3,1046,14.1,17.2,3.7,10.5,84,850,14.1,25.5,2.3,61.3,2.8,230,1,15,508,0,3040,0,1,1150,2,89,12.5,12.1,12.1,12.4,1150,1,0,5,12,-0.3,1,0.9,0,0.3,32,136.3,1,74,H
435.2,0,8.9,2.3,10,0,16.1,4,0,0,0,2.3,1171,20.7,16.8,17.2,25.5,84,850,20.7,32.5,2.3,62.9,17.2,230,1,15,508,0,3040,0,1,1125.3,2,89,11.8,12,12.1,11.5,1125.5,1,0,5,12,-0.2,1,0.9,0,0.7,64,170.7,1,75,H
627.2,0,10.8,-0.8,20,0,17.6,4,0,0,0,2.3,1302,27.3,16.4,26.2,26.6,84,850,27.3,42.4,2.3,65.2,26.2,230,1,15,508,0,3040,0,1,1153.5,2,89,12.1,12.1,12.2,11.9,1154.8,1,0,5,13,0.2,1,0.9,0,0.5,4,171.4,1,76,H
640,0,10.8,-1.6,19,0,17.6,4,0,0,0,2.3,1365,27,16.4,20.8,30.4,84,870,27,40.4,2.3,66.4,20.8,230,1,15,508,0,3040,0,1,1226.3,2,89,12.9,13.6,14,12.6,1227.5,1,0,5,13,0.1,1,0.9,0,0.8,0,167.3,1,77,H
652.8,0,10.4,0,19,0,17.3,4,0,0,0,2.3,1416,25.4,17.2,18.2,32.3,84,880,25.4,37.6,2.3,67.2,18.2,230,1,15,508,0,3040,0,1,1303.8,2,89,13.9,14.1,14.1,13.8,1305,1,0,5,14,0.1,1,1,0,0.6,84,77.9,1,78,H
627.2,0,10.4,0,19,0,17.3,4,0,0,0,2.3,1484,23.8,17.2,13.2,34.5,84,900,23.8,34.1,2,68.4,13.2,230,1,15,508,0,3040,0,1,1400.5,2,89,15.3,14.9,15.1,15.1,1402,0,1,5,15,0.1,1,1,0,0.7,12,81.1,1,79,H
601.6,0,10.4,0.8,19,0,17.3,4,0,0,0,2.3,1546,22.7,17.2,11.4,37.1,84,930,22.7,32.2,2,69.5,11.4,230,1,15,508,0,3040,0,1,1474.8,2,89,16,16,16,15.9,1476,0,1,5,16,0.1,1,0.9,-0.5,0.7,32,51.1,1,80,H
665.6,0,11.8,1.6,27,0,18,4,0,0,0,2.3,1589,25,16.8,42.1,35.3,84,950,25,35.3,2,70.7,42.1,230,1,15,508,0,3040,0,1,1550,2,89,17,16.1,16.1,16.9,1551.8,0,1,5,16,0.1,1,0.9,-0.5,0.3,32,15.7,1,81,H
1241.6,0,15.5,-3.1,35,0,21.2,4,0,0,0,2.3,1791,39.5,16.4,39.5,20.3,84,980,39.5,58.8,2,74.2,39.3,230,1,15,508,0,3040,0,1,1750,2,89,19.5,18.5,18.8,19.3,1753.3,0,1,5,18,0.8,1,0.9,-0.5,0,20,-1.8,1,82,H
742.4,0,8.5,1.6,6,0,16.5,4,0,0,0,2.3,1878,18.4,17.6,-18.9,25.9,85,1040,18.4,29.8,2,75.8,-20.8,230,1,15,508,0,3040,0,1,1888.5,2,89,21.5,20.1,20.1,21.4,1886.8,1,0,5,20,0.1,1,0.9,0,0.1,4,1.9,1,83,H
